JOINT CALLER PREFILTER,JqWe_9190,17 Het/Hom ratio,0.683
JOINT CALLER PREFILTER,JqWe_9190,18 Heterozygous,184000
JOINT CALLER PREFILTER,JqWe_9190,18 Homozygous,124702
JOINT CALLER PREFILTER,JqWe_9190,18 Het/Hom ratio,1.475
JOINT CALLER PREFILTER,JqWe_9190,19 Heterozygous,101547
JOINT CALLER PREFILTER,JqWe_9190,19 Homozygous,122319
JOINT CALLER PREFILTER,JqWe_9190,19 Het/Hom ratio,0.830
JOINT CALLER PREFILTER,JqWe_9190,20 Heterozygous,115584
JOINT CALLER PREFILTER,JqWe_9190,20 Homozygous,128506
JOINT CALLER PREFILTER,JqWe_9190,20 Het/Hom ratio,0.899
JOINT CALLER PREFILTER,JqWe_9190,21 Heterozygous,113607
JOINT CALLER PREFILTER,JqWe_9190,21 Homozygous,102397
JOINT CALLER PREFILTER,JqWe_9190,21 Het/Hom ratio,1.109
JOINT CALLER PREFILTER,JqWe_9190,22 Heterozygous,175392
JOINT CALLER PREFILTER,JqWe_9190,22 Homozygous,115778
JOINT CALLER PREFILTER,JqWe_9190,22 Het/Hom ratio,1.514
JOINT CALLER PREFILTER,JqWe_9190,X Heterozygous,74777
JOINT CALLER PREFILTER,JqWe_9190,X Homozygous,3478
JOINT CALLER PREFILTER,JqWe_9190,X Het/Hom ratio,21.50
JOINT CALLER PREFILTER,JqWe_9190,Y Heterozygous,163788
JOINT CALLER PREFILTER,JqWe_9190,Y Homozygous,0
JOINT CALLER PREFILTER,JqWe_9190,Y Het/Hom ratio,inf
JOINT CALLER POSTFILTER,JqWe_9190,1 Heterozygous,119472
JOINT CALLER POSTFILTER,JqWe_9190,1 Homozygous,118687
JOINT CALLER POSTFILTER,JqWe_9190,1 Het/Hom ratio,1.006
JOINT CALLER POSTFILTER,JqWe_9190,2 Heterozygous,193702
JOINT CALLER POSTFILTER,JqWe_9190,2 Homozygous,132062
JOINT CALLER POSTFILTER,JqWe_9190,2 Het/Hom ratio,1.466
JOINT CALLER POSTFILTER,JqWe_9190,3 Heterozygous,105651
JOINT CALLER POSTFILTER,JqWe_9190,3 Homozygous,171636
JOINT CALLER POSTFILTER,JqWe_9190,3 Het/Hom ratio,0.615
JOINT CALLER POSTFILTER,JqWe_9190,4 Heterozygous,168198
JOINT CALLER POSTFILTER,JqWe_9190,4 Homozygous,198600
JOINT CALLER POSTFILTER,JqWe_9190,4 Het/Hom ratio,0.846
JOINT CALLER POSTFILTER,JqWe_9190,5 Heterozygous,151391
JOINT CALLER POSTFILTER,JqWe_9190,5 Homozygous,169214
JOINT CALLER POSTFILTER,JqWe_9190,5 Het/Hom ratio,0.894
JOINT CALLER POSTFILTER,JqWe_9190,6 Heterozygous,157096
JOINT CALLER POSTFILTER,JqWe_9190,6 Homozygous,138952
JOINT CALLER POSTFILTER,JqWe_9190,6 Het/Hom ratio,1.130
JOINT CALLER POSTFILTER,JqWe_9190,7 Heterozygous,136102
JOINT CALLER POSTFILTER,JqWe_9190,7 Homozygous,197039
JOINT CALLER POSTFILTER,JqWe_9190,7 Het/Hom ratio,0.690
JOINT CALLER POSTFILTER,JqWe_9190,8 Heterozygous,193395
JOINT CALLER POSTFILTER,JqWe_9190,8 Homozygous,143016
JOINT CALLER POSTFILTER,JqWe_9190,8 Het/Hom ratio,1.352
JOINT CALLER POSTFILTER,JqWe_9190,9 Heterozygous,197168
JOINT CALLER POSTFILTER,JqWe_9190,9 Homozygous,195016
JOINT CALLER POSTFILTER,JqWe_9190,9 Het/Hom ratio,1.011
JOINT CALLER POSTFILTER,JqWe_9190,10 Heterozygous,175165
JOINT CALLER POSTFILTER,JqWe_9190,10 Homozygous,166478
JOINT CALLER POSTFILTER,JqWe_9190,10 Het/Hom ratio,1.052
JOINT CALLER POSTFILTER,JqWe_9190,11 Heterozygous,115237
JOINT CALLER POSTFILTER,JqWe_9190,11 Homozygous,128675
JOINT CALLER POSTFILTER,JqWe_9190,11 Het/Hom ratio,0.895
JOINT CALLER POSTFILTER,JqWe_9190,12 Heterozygous,188181
JOINT CALLER POSTFILTER,JqWe_9190,12 Homozygous,124742
JOINT CALLER POSTFILTER,JqWe_9190,12 Het/Hom ratio,1.508
JOINT CALLER POSTFILTER,JqWe_9190,13 Heterozygous,196322
JOINT CALLER POSTFILTER,JqWe_9190,13 Homozygous,133607
JOINT CALLER POSTFILTER,JqWe_9190,13 Het/Hom ratio,1.469
JOINT CALLER POSTFILTER,JqWe_9190,14 Heterozygous,136700
JOINT CALLER POSTFILTER,JqWe_9190,14 Homozygous,154464
JOINT CALLER POSTFILTER,JqWe_9190,14 Het/Hom ratio,0.884
JOINT CALLER POSTFILTER,JqWe_9190,15 Heterozygous,174789
JOINT CALLER POSTFILTER,JqWe_9190,15 Homozygous,103944
JOINT CALLER POSTFILTER,JqWe_9190,15 Het/Hom ratio,1.681
JOINT CALLER POSTFILTER,JqWe_9190,16 Heterozygous,190371
JOINT CALLER POSTFILTER,JqWe_9190,16 Homozygous,153453
JOINT CALLER POSTFILTER,JqWe_9190,16 Het/Hom ratio,1.240
JOINT CALLER POSTFILTER,JqWe_9190,17 Heterozygous,197857
JOINT CALLER POSTFILTER,JqWe_9190,17 Homozygous,114131
JOINT CALLER POSTFILTER,JqWe_9190,17 Het/Hom ratio,1.733
JOINT CALLER POSTFILTER,JqWe_9190,18 Heterozygous,127437
JOINT CALLER POSTFILTER,JqWe_9190,18 Homozygous,150310
JOINT CALLER POSTFILTER,JqWe_9190,18 Het/Hom ratio,0.847
JOINT CALLER POSTFILTER,JqWe_9190,19 Heterozygous,138943
JOINT CALLER POSTFILTER,JqWe_9190,19 Homozygous,131824
JOINT CALLER POSTFILTER,JqWe_9190,19 Het/Hom ratio,1.054
JOINT CALLER POSTFILTER,JqWe_9190,20 Heterozygous,176655
JOINT CALLER POSTFILTER,JqWe_9190,20 Homozygous,138874
JOINT CALLER POSTFILTER,JqWe_9190,20 Het/Hom ratio,1.272
JOINT CALLER POSTFILTER,JqWe_9190,21 Heterozygous,194390
JOINT CALLER POSTFILTER,JqWe_9190,21 Homozygous,197478
JOINT CALLER POSTFILTER,JqWe_9190,21 Het/Hom ratio,0.984
JOINT CALLER POSTFILTER,JqWe_9190,22 Heterozygous,105762
JOINT CALLER POSTFILTER,JqWe_9190,22 Homozygous,138760
JOINT CALLER POSTFILTER,JqWe_9190,22 Het/Hom ratio,0.762
JOINT CALLER POSTFILTER,JqWe_9190,X Heterozygous,100073
JOINT CALLER POSTFILTER,JqWe_9190,X Homozygous,157435
JOINT CALLER POSTFILTER,JqWe_9190,X Het/Hom ratio,0.635
JOINT CALLER POSTFILTER,JqWe_9190,Y Heterozygous,143747
JOINT CALLER POSTFILTER,JqWe_9190,Y Homozygous,159378
JOINT CALLER POSTFILTER,JqWe_9190,Y Het/Hom ratio,0.901
JOINT CALLER PREFILTER,GEM_9988,1 Heterozygous,148710
JOINT CALLER PREFILTER,GEM_9988,1 Homozygous,183175
JOINT CALLER PREFILTER,GEM_9988,1 Het/Hom ratio,0.811
JOINT CALLER PREFILTER,GEM_9988,2 Heterozygous,107300
JOINT CALLER PREFILTER,GEM_9988,2 Homozygous,128052
JOINT CALLER PREFILTER,GEM_9988,2 Het/Hom ratio,0.837
JOINT CALLER PREFILTER,GEM_9988,3 Heterozygous,155121
JOINT CALLER PREFILTER,GEM_9988,3 Homozygous,101442
JOINT CALLER PREFILTER,GEM_9988,3 Het/Hom ratio,1.529
JOINT CALLER PREFILTER,GEM_9988,4 Heterozygous,162337
JOINT CALLER PREFILTER,GEM_9988,4 Homozygous,164242
JOINT CALLER PREFILTER,GEM_9988,4 Het/Hom ratio,0.988
JOINT CALLER PREFILTER,GEM_9988,5 Heterozygous,126528
JOINT CALLER PREFILTER,GEM_9988,5 Homozygous,126510
JOINT CALLER PREFILTER,GEM_9988,5 Het/Hom ratio,1.000
JOINT CALLER PREFILTER,GEM_9988,6 Heterozygous,120178
JOINT CALLER PREFILTER,GEM_9988,6 Homozygous,124489
JOINT CALLER PREFILTER,GEM_9988,6 Het/Hom ratio,0.965
JOINT CALLER PREFILTER,GEM_9988,7 Heterozygous,127414
JOINT CALLER PREFILTER,GEM_9988,7 Homozygous,184905
JOINT CALLER PREFILTER,GEM_9988,7 Het/Hom ratio,0.689
JOINT CALLER PREFILTER,GEM_9988,8 Heterozygous,183743
JOINT CALLER PREFILTER,GEM_9988,8 Homozygous,190020
JOINT CALLER PREFILTER,GEM_9988,8 Het/Hom ratio,0.966
JOINT CALLER PREFILTER,GEM_9988,9 Heterozygous,121768
JOINT CALLER PREFILTER,GEM_9988,9 Homozygous,184735
JOINT CALLER PREFILTER,GEM_9988,9 Het/Hom ratio,0.659
JOINT CALLER PREFILTER,GEM_9988,10 Heterozygous,194613
JOINT CALLER PREFILTER,GEM_9988,10 Homozygous,135254
JOINT CALLER PREFILTER,GEM_9988,10 Het/Hom ratio,1.438
JOINT CALLER PREFILTER,GEM_9988,11 Heterozygous,190220
JOINT CALLER PREFILTER,GEM_9988,11 Homozygous,114047
JOINT CALLER PREFILTER,GEM_9988,11 Het/Hom ratio,1.667
JOINT CALLER PREFILTER,GEM_9988,12 Heterozygous,117271
JOINT CALLER PREFILTER,GEM_9988,12 Homozygous,182682
JOINT CALLER PREFILTER,GEM_9988,12 Het/Hom ratio,0.641
JOINT CALLER PREFILTER,GEM_9988,13 Heterozygous,179587
JOINT CALLER PREFILTER,GEM_9988,13 Homozygous,145004
JOINT CALLER PREFILTER,GEM_9988,13 Het/Hom ratio,1.238
JOINT CALLER PREFILTER,GEM_9988,14 Heterozygous,193691
JOINT CALLER PREFILTER,GEM_9988,14 Homozygous,152113
JOINT CALLER PREFILTER,GEM_9988,14 Het/Hom ratio,1.273
JOINT CALLER PREFILTER,GEM_9988,15 Heterozygous,190399
JOINT CALLER PREFILTER,GEM_9988,15 Homozygous,136833
JOINT CALLER PREFILTER,GEM_9988,15 Het/Hom ratio,1.391
JOINT CALLER PREFILTER,GEM_9988,16 Heterozygous,187367
JOINT CALLER PREFILTER,GEM_9988,16 Homozygous,100917
JOINT CALLER PREFILTER,GEM_9988,16 Het/Hom ratio,1.856
JOINT CALLER PREFILTER,GEM_9988,17 Heterozygous,108044
JOINT CALLER PREFILTER,GEM_9988,17 Homozygous,136798
JOINT CALLER PREFILTER,GEM_9988,17 Het/Hom ratio,0.789
JOINT CALLER PREFILTER,GEM_9988,18 Heterozygous,153935
JOINT CALLER PREFILTER,GEM_9988,18 Homozygous,189474
JOINT CALLER PREFILTER,GEM_9988,18 Het/Hom ratio,0.812
JOINT CALLER PREFILTER,GEM_9988,19 Heterozygous,182348
JOINT CALLER PREFILTER,GEM_9988,19 Homozygous,148877
JOINT CALLER PREFILTER,GEM_9988,19 Het/Hom ratio,1.224
JOINT CALLER PREFILTER,GEM_9988,20 Heterozygous,167111
JOINT CALLER PREFILTER,GEM_9988,20 Homozygous,158960
JOINT CALLER PREFILTER,GEM_9988,20 Het/Hom ratio,1.051
JOINT CALLER PREFILTER,GEM_9988,21 Heterozygous,162882
JOINT CALLER PREFILTER,GEM_9988,21 Homozygous,137125
JOINT CALLER PREFILTER,GEM_9988,21 Het/Hom ratio,1.187
JOINT CALLER PREFILTER,GEM_9988,22 Heterozygous,179324
JOINT CALLER PREFILTER,GEM_9988,22 Homozygous,155763
JOINT CALLER PREFILTER,GEM_9988,22 Het/Hom ratio,1.151
JOINT CALLER PREFILTER,GEM_9988,X Heterozygous,199275
JOINT CALLER PREFILTER,GEM_9988,X Homozygous,172679
JOINT CALLER PREFILTER,GEM_9988,X Het/Hom ratio,1.154
JOINT CALLER PREFILTER,GEM_9988,Y Heterozygous,157080
JOINT CALLER PREFILTER,GEM_9988,Y Homozygous,196253
JOINT CALLER PREFILTER,GEM_9988,Y Het/Hom ratio,0.800
JOINT CALLER POSTFILTER,GEM_9988,1 Heterozygous,140406
JOINT CALLER POSTFILTER,GEM_9988,1 Homozygous,146352
JOINT CALLER POSTFILTER,GEM_9988,1 Het/Hom ratio,0.959
JOINT CALLER POSTFILTER,GEM_9988,2 Heterozygous,109109
JOINT CALLER POSTFILTER,GEM_9988,2 Homozygous,134132
JOINT CALLER POSTFILTER,GEM_9988,2 Het/Hom ratio,0.813
JOINT CALLER POSTFILTER,GEM_9988,3 Heterozygous,113650
JOINT CALLER POSTFILTER,GEM_9988,3 Homozygous,153400
JOINT CALLER POSTFILTER,GEM_9988,3 Het/Hom ratio,0.740
JOINT CALLER POSTFILTER,GEM_9988,4 Heterozygous,177105
JOINT CALLER POSTFILTER,GEM_9988,4 Homozygous,169908
JOINT CALLER POSTFILTER,GEM_9988,4 Het/Hom ratio,1.042
JOINT CALLER POSTFILTER,GEM_9988,5 Heterozygous,183578
JOINT CALLER POSTFILTER,GEM_9988,5 Homozygous,185724
JOINT CALLER POSTFILTER,GEM_9988,5 Het/Hom ratio,0.988
JOINT CALLER POSTFILTER,GEM_9988,6 Heterozygous,182350
JOINT CALLER POSTFILTER,GEM_9988,6 Homozygous,135258
JOINT CALLER POSTFILTER,GEM_9988,6 Het/Hom ratio,1.348
JOINT CALLER POSTFILTER,GEM_9988,7 Heterozygous,134814
JOINT CALLER POSTFILTER,GEM_9988,7 Homozygous,159724
JOINT CALLER POSTFILTER,GEM_9988,7 Het/Hom ratio,0.844
JOINT CALLER POSTFILTER,GEM_9988,8 Heterozygous,124646
JOINT CALLER POSTFILTER,GEM_9988,8 Homozygous,111296
JOINT CALLER POSTFILTER,GEM_9988,8 Het/Hom ratio,1.119
JOINT CALLER POSTFILTER,GEM_9988,9 Heterozygous,164642
JOINT CALLER POSTFILTER,GEM_9988,9 Homozygous,166220
JOINT CALLER POSTFILTER,GEM_9988,9 Het/Hom ratio,0.990
JOINT CALLER POSTFILTER,GEM_9988,10 Heterozygous,130140
JOINT CALLER POSTFILTER,GEM_9988,10 Homozygous,181962
JOINT CALLER POSTFILTER,GEM_9988,10 Het/Hom ratio,0.715
JOINT CALLER POSTFILTER,GEM_9988,11 Heterozygous,107375
JOINT CALLER POSTFILTER,GEM_9988,11 Homozygous,131694
JOINT CALLER POSTFILTER,GEM_9988,11 Het/Hom ratio,0.815
JOINT CALLER POSTFILTER,GEM_9988,12 Heterozygous,102728
JOINT CALLER POSTFILTER,GEM_9988,12 Homozygous,169861
JOINT CALLER POSTFILTER,GEM_9988,12 Het/Hom ratio,0.604
JOINT CALLER POSTFILTER,GEM_9988,13 Heterozygous,136940
JOINT CALLER POSTFILTER,GEM_9988,13 Homozygous,115875
JOINT CALLER POSTFILTER,GEM_9988,13 Het/Hom ratio,1.181
JOINT CALLER POSTFILTER,GEM_9988,14 Heterozygous,191618
JOINT CALLER POSTFILTER,GEM_9988,14 Homozygous,115966
JOINT CALLER POSTFILTER,GEM_9988,14 Het/Hom ratio,1.652
JOINT CALLER POSTFILTER,GEM_9988,15 Heterozygous,124877
JOINT CALLER POSTFILTER,GEM_9988,15 Homozygous,143600
JOINT CALLER POSTFILTER,GEM_9988,15 Het/Hom ratio,0.869
JOINT CALLER POSTFILTER,GEM_9988,16 Heterozygous,183498
JOINT CALLER POSTFILTER,GEM_9988,16 Homozygous,149130
JOINT CALLER POSTFILTER,GEM_9988,16 Het/Hom ratio,1.230
JOINT CALLER POSTFILTER,GEM_9988,17 Heterozygous,122398
JOINT CALLER POSTFILTER,GEM_9988,17 Homozygous,102532
JOINT CALLER POSTFILTER,GEM_9988,17 Het/Hom ratio,1.193
JOINT CALLER POSTFILTER,GEM_9988,18 Heterozygous,183614
JOINT CALLER POSTFILTER,GEM_9988,18 Homozygous,171389
JOINT CALLER POSTFILTER,GEM_9988,18 Het/Hom ratio,1.071
JOINT CALLER POSTFILTER,GEM_9988,19 Heterozygous,112864
JOINT CALLER POSTFILTER,GEM_9988,19 Homozygous,176608
JOINT CALLER POSTFILTER,GEM_9988,19 Het/Hom ratio,0.639
JOINT CALLER POSTFILTER,GEM_9988,20 Heterozygous,152318
JOINT CALLER POSTFILTER,GEM_9988,20 Homozygous,128729
JOINT CALLER POSTFILTER,GEM_9988,20 Het/Hom ratio,1.183
JOINT CALLER POSTFILTER,GEM_9988,21 Heterozygous,125284
JOINT CALLER POSTFILTER,GEM_9988,21 Homozygous,162001
JOINT CALLER POSTFILTER,GEM_9988,21 Het/Hom ratio,0.773
JOINT CALLER POSTFILTER,GEM_9988,22 Heterozygous,148926
JOINT CALLER POSTFILTER,GEM_9988,22 Homozygous,128800
JOINT CALLER POSTFILTER,GEM_9988,22 Het/Hom ratio,1.156
JOINT CALLER POSTFILTER,GEM_9988,X Heterozygous,159775
JOINT CALLER POSTFILTER,GEM_9988,X Homozygous,149557
JOINT CALLER POSTFILTER,GEM_9988,X Het/Hom ratio,1.068
JOINT CALLER POSTFILTER,GEM_9988,Y Heterozygous,175788
JOINT CALLER POSTFILTER,GEM_9988,Y Homozygous,126674
JOINT CALLER POSTFILTER,GEM_9988,Y Het/Hom ratio,1.387
