intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative
1555000,0.022345164535134358,0.2519893899204244,0.016381664032188534,0.016699784957944306,1.0763157894736841,1.0,0.34585328792457126,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_014897515.1 Brevibacterium sp. FME17 strain=FME17, ASM1489751v1",4d9a963be3a0800b9350fe5813b1aedd,0.3437223695844385,1140000,10,11265000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.902383160581618,0.9661375487233832,0.9342603546525006,0.9661375487233832,False
975000,0.014010633711740193,0.35798381162619575,0.013981893950280213,0.013310831042273458,1.0051387461459405,1.0,0.07150062540976808,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_019120175.1 Candidatus Corynebacterium faecigallinarum, ASM1912017v1",3333fea534e775767acecabbc1afa0a3,0.358719646799117,973000,11,10292000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.8888970013030675,0.967469457215911,0.9281832292594893,0.967469457215911,False
953000,0.013694496335680414,0.2474310438074635,0.013148440867940796,0.013215559245447369,1.0612021857923497,1.0,0.31462125308280936,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_900169375.1 Brevibacterium sp. Mu109 strain=Mu109, Assembly_BSP109",eeb6fa92d0757a4b0b2ddf601bc4cafa,0.2577068685776095,915000,12,9377000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.8882428256329483,0.9572030291751238,0.922722927404036,0.9572030291751238,False
3458000,0.049691047564305216,0.2077798861480076,0.012588015519471188,0.014603805427770367,1.2248858447488584,1.0,0.5700851980952497,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_002332325.1 Brevibacterium aurantiacum strain=962_8, ASM233232v1",d8a219e9bfe24ee158b9fc63b6e36183,0.8202087286527514,876000,13,8501000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.9259500984120248,0.9936269614746338,0.9597885299433293,0.9936269614746338,False
772000,0.011093547923552235,0.10794533240676396,0.006696364420175313,0.006723466804583934,1.0600858369098713,1.0,0.2633459048350635,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_900105045.1 Brevibacterium sandarakinum strain=DSM 22082, IMG-taxon 2634166182 annotated assembly",40a300234cd058beea383208b2dcda8d,0.17882788973824415,466000,14,8035000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.8822280920710179,0.9459866511891086,0.9141073716300633,0.9459866511891086,False
3505000,0.050366431958614746,0.08475367732897501,0.005216266704986349,0.005484933445844789,1.1101928374655647,1.0,0.3620887008407219,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_002332305.1 Brachybacterium alimentarium strain=341_9, ASM233230v1",9fab8c7ed022d701192da4bc130db8d1,0.8183516226943731,363000,15,7672000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.9263534265405028,0.9935543090322643,0.9599538677863835,0.9935543090322643,False
3465000,0.04979163672941515,0.0849102377486657,0.0050294582554964795,0.005484933445844789,1.1514285714285715,1.0,0.44392497987284074,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_003335365.1 Brevibacterium aurantiacum strain=876_7, ASM333536v1",a7128dae49db25b116ab6d0562568548,0.8406113537117904,350000,16,7322000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.9260105035534983,0.9944148215631713,0.9602126625583348,0.9944148215631713,False
2462000,0.035378646357235234,0.10427177934746047,0.0044546630262968815,0.005416882162397583,1.2838709677419355,1.0,0.614395466944776,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_001747815.1 Staphylococcus equorum strain=947_12, ASM174781v1",a83fba77e90466c05a72db2c486456ed,0.8281197443659604,310000,17,7012000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.9158583853247969,0.9939346779362557,0.9548965316305262,0.9939346779362557,False
280000,0.0040235666043971835,0.023517554174365865,0.0040235666043971835,0.0038789231564907312,1.0178571428571428,1.0,0.13243211584099399,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-fungi-k31.zip,"GCA_000006445.2 Debaryomyces hansenii CBS767 strain=CBS767, ASM644v2",a8ede917705cd4ecc3d0ec6c096a29a6,0.023517554174365865,280000,18,6732000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.8538321803389973,0.8860623088302871,0.8699472445846422,0.8860623088302871,False
245000,0.0035206207788475354,0.10685663401602849,0.003448771375197586,0.003348123145602526,1.025,1.0,0.15612494995995996,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_014195445.1 Garicola koreensis strain=DSM 28238, ASM1419544v1",77a79810bd5c8234de5e98e667f79f41,0.10908281389136243,240000,19,6492000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.8501622384687713,0.9310218675879206,0.890592053028346,0.9310218675879206,False
270000,0.003879867797097284,0.05830198817839871,0.0031182641184078173,0.003089528268503144,1.0460829493087558,1.0,0.2842985588052937,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_002407185.1 Brachybacterium vulturis strain=VM2412, ASM240718v1",85ae2aefcc6b86b127d63cbbd50492c6,0.07254164427727028,217000,20,6275000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.8528310946037697,0.9188502856692643,0.885840690136517,0.9188502856692643,False
3341000,0.04800977151889639,0.051633045148895294,0.0030895243569478373,0.0032120205787081143,1.0976744186046512,1.0,0.3267090107690408,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_002332225.1 Brevibacterium aurantiacum strain=JB5, ASM233222v1",aea300f60ac824c5884906cd1dc8d3b1,0.8023535062439962,215000,21,6060000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.924922558981254,0.9929217507005785,0.9589221548409163,0.9929217507005785,False
1243000,0.017861761747377497,0.04516994633273703,0.0029027159074579683,0.002817323134714321,1.0247524752475248,1.0,0.15536984976708132,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_900169365.1 Brevibacterium sp. 239c strain=239c, Assembly_BSP239C",6700d043596bbc536d1dd8bf7505f91b,0.2779516994633274,202000,22,5858000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.8958877261111716,0.9595409791466369,0.9277143526289042,0.9595409791466369,False
3080000,0.04425923264836902,0.04246737841043891,0.0025722086506681993,0.0026403897977515856,1.0837988826815643,1.0,0.33210869156875644,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_003999295.1 Brevibacterium aurantiacum strain=SMQ-1417, ASM399929v1",fc8387b92ba4d66ae95793038ba0fa54,0.730723606168446,179000,23,5679000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.9224988458004572,0.989931035073836,0.9562149404371465,0.989931035073836,False
3441000,0.04944675959189539,0.033444816053511704,0.0020117833021985917,0.0021232000435528215,1.1142857142857143,1.0,0.3979539507766891,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_003335355.1 Brachybacterium alimentarium strain=738_10, ASM333535v1",7997f3b790f1efc154152b58762ff881,0.8220258002866698,140000,24,5539000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.9258029061367279,0.9936978938031833,0.9597503999699556,0.9936978938031833,False
144000,0.0020692628251185517,0.0265625,0.001954303779278632,0.0018646051664534392,1.0073529411764706,1.0,0.08543345616634007,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_008079355.1 Ruania sp. HY211 strain=HY211, ASM807935v1",18e4d09bf962f7fde27d49a664b4ac28,0.028125,136000,25,5403000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.8357117991860449,0.891190866270969,0.8634513327285069,0.891190866270969,False
133000,0.0019111941370886622,0.036468330134357005,0.0019111941370886622,0.0025178974875466153,1.3909774436090225,1.0,1.5839162774361841,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_014861395.1 Psychrobacter sp. FME13 strain=FME13, ASM1486139v1",8b348a8db16e5276ae6db5504bd68b0d,0.036468330134357005,133000,26,5270000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.8335723119922435,0.8986905802605283,0.8661314461263858,0.8986905802605283,False
292000,0.0041960051731570625,0.038621509209744505,0.0018680844948986924,0.0018101641396956747,1.023076923076923,1.0,0.1501478561226395,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_900169175.1 Brevibacterium jeotgali strain=SJ5-8, Assembly_BJEO58",cb3e54ef824477ff960a85289f2ef5e9,0.08674985145573381,130000,27,5140000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.8549887818249728,0.9241673144396069,0.8895780481322899,0.9241673144396069,False
130000,0.0018680844948986924,0.06575619625695499,0.0018680844948986924,0.0018101641396956747,1.023076923076923,1.0,0.1501478561226395,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_012800235.1 Micrococcus sp., ASM1280023v1",3de02882e92eff58ade6119d5d059fb6,0.06575619625695499,130000,28,5010000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.8329590640145875,0.9159440066560722,0.8744515353353299,0.9159440066560722,False
3049000,0.04381376634573933,0.030106530801296896,0.0018680844948986924,0.0019462667065900862,1.1,1.0,0.3246299668616799,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_000167575.1 Brevibacterium aurantiacum strain=BL2, ASM16757v1",a82b05085f9daac08c4f9b3fbb661981,0.706113941639648,130000,29,4880000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.9221978648206585,0.9888376483693585,0.9555177565950085,0.9888376483693585,False
2589000,0.03720362120994396,0.040871021775544386,0.0017531254490587727,0.002164030813621145,1.3032786885245902,1.0,0.6999923215304285,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_000294465.1 Staphylococcus sp. OJ82 strain=OJ82, ASM29446v1",35dffafc73655a20429e6a2ca69fa1c0,0.8673366834170855,122000,30,4758000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.9173455768282794,0.9954192962797485,0.9563824365540139,0.9954192962797485,False
1849000,0.0265699094697514,0.03890078515346181,0.0015663169995689037,0.0014835179791490868,1.0,1.0,0.0,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_001747735.1 Staphylococcus xylosus strain=CJH_74, ASM174773v1",91e25a1fd81b2c63060bf8bce4c7ffa7,0.6598857958600999,109000,31,4649000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.9074380776011302,0.9866801979311509,0.9470591377661406,0.9866801979311509,False
3498000,0.050265842793504815,0.026462733673221654,0.0015663169995689037,0.0014971282358385279,1.0091743119266054,1.0,0.09534224628819507,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_003335305.1 Brachybacterium alimentarium strain=900_8, ASM333530v1",26d326b02f007028de143588e79bb644,0.8492352512745812,109000,32,4540000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.9262936893121001,0.9947422885055331,0.9605179889088167,0.9947422885055331,False
3268000,0.04696077022560713,0.026581343834604972,0.0015519471188389137,0.00175572311293791,1.1944444444444444,1.0,0.9949719271429064,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_014897495.1 Brevibacterium aurantiacum strain=FME49, ASM1489749v1",5785c7a8673f1ca2afa65f51452d3893,0.8043317745508245,108000,33,4432000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.9242636526124497,0.9930006285704183,0.958632140591434,0.9930006285704183,False
321000,0.0046127317143267715,0.023411371237458192,0.001508837476648944,0.0022048615836894685,1.542857142857143,1.0,1.0781692722350404,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_014897585.1 Brachybacterium tyrofermentans strain=FME25, ASM1489758v1",484a112af99cb08baf26233e71e30bc9,0.07157190635451505,105000,34,4327000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.8576042773479688,0.9184514675281092,0.888027872438039,0.9184514675281092,False
1292000,0.018565885903147002,0.03400893163861216,0.0014226181922690042,0.0014154666957018809,1.0505050505050506,1.0,0.21898468069372523,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_003579015.1 Staphylococcus succinus strain=SNUC 5955, ASM357901v1",c81ff41d4ae1f6f7dba5806122db7ddb,0.443833734111989,99000,35,4228000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.8970057857199859,0.9741369344231234,0.9355713600715547,0.9741369344231234,False
1465000,0.021051875269435263,0.021783526208304968,0.0013795085500790344,0.001347415412254675,1.03125,1.0,0.17399263633843817,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_014897485.1 Brevibacterium sp. FME37 strain=FME37, ASM1489748v1",e4fad38a380671d2e55c2d06630d369e,0.3324256864079873,96000,36,4132000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.9006493329889833,0.9650966157660261,0.9328729743775047,0.9650966157660261,False
232000,0.0033338123293576664,0.027246376811594204,0.0013507687886190544,0.0013201948988757928,1.0319148936170213,1.0,0.2284139420594031,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_002216795.1 Brachybacterium avium strain=VR2415, ASM221679v1",2aebb3f46b24f9aaf70df3042f1ef73e,0.0672463768115942,94000,37,4038000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.8486683409779757,0.9166063622834651,0.8826373516307204,0.9166063622834651,False
2291000,0.032921396752406955,0.027703604806408544,0.0011927001005891651,0.0012793641288074693,1.1325301204819278,1.0,0.818035913097251,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_014897435.1 Corynebacterium casei strain=FME59, ASM1489743v1",8dbc2f2000ef90c8cfcc3f3d7bf54677,0.7646862483311081,83000,38,3955000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.9137341224266222,0.9913828371942844,0.9525584798104534,0.9913828371942844,False
388000,0.005575513723236098,0.02059266700150678,0.0011783302198591751,0.0011432615619130578,1.024390243902439,1.0,0.1542574468374819,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_900169165.1 Brevibacterium linens ATCC 9172 strain=ATCC 9172, Assembly_BLIN9172",542861ba6ee94c401a1f6ad740fcd380,0.09743847312908087,82000,39,3873000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.8628645727236728,0.9276377252603829,0.8952511489920278,0.9276377252603829,False
3284000,0.04719068831728697,0.018076644974692697,0.0010777410547492456,0.0011024307918447343,1.08,1.0,0.2712931993250107,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_014897575.1 Brevibacterium aurantiacum strain=FME45, ASM1489757v1",95bb6872b78587efce33c90f416b237e,0.7915160279585443,75000,40,3798000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.9244092807667169,0.9924862686744834,0.9584477747206002,0.9924862686744834,False
105000,0.001508837476648944,0.025923295454545456,0.0010490012932892656,0.0011160410485341753,1.1232876712328768,1.0,0.3287671232876712,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_900163565.1 Agrococcus casei LMG 22410 strain=LMG 22410, ASM90016356v1",456c5de009522e30c1c79992148dcbab,0.037286931818181816,73000,41,3725000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.8272401261779327,0.8993343513281404,0.8632872387530366,0.8993343513281404,False
159000,0.0022848110360684007,0.019646924829157177,0.0009915217703693059,0.0009527179682608814,1.0144927536231885,1.0,0.11951030798891767,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_014400405.1 Brachybacterium sp. Z12 strain=Z12, ASM1440040v1",4dfbb0efc26bdfda989a33d5d2294e63,0.04527334851936219,69000,42,3656000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.8383874098391396,0.9049822984085558,0.8716848541238478,0.9049822984085558,False
2511000,0.03608277051300474,0.024321466337680647,0.0009915217703693059,0.001252143615428587,1.3333333333333333,1.0,0.7739727491489097,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_002901955.1 Staphylococcus equorum subsp. linens strain=DSM 15097, ASM290195v1",08105b58a6779b83f7a8af5a6a300efb,0.8850898836799436,69000,43,3587000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.9164407920136418,0.9960701268983839,0.9562554594560129,0.9960701268983839,False
613000,0.008808736887483834,0.020126164013217183,0.0009627820089093261,0.0010207692517080872,1.1194029850746268,1.0,0.32426210421493185,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_900163715.1 Brevibacterium yomogidense strain=B Co 03.10, ASM90016371v1",bc675f2a1ba9552e5ecea62a034ad91f,0.18413938119555423,67000,44,3520000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.875689247736009,0.9468802413395909,0.9112847445378,0.9468802413395909,False
2909000,0.04180198304354074,0.01634397787276842,0.0009340422474493462,0.000911887198192558,1.0307692307692307,1.0,0.1726918793895665,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_002332335.1 Brevibacterium aurantiacum strain=900_6, ASM233233v1",f2f0ea16c413063638fd09b530ce9be1,0.7314558712597435,65000,45,3455000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.9208006258504867,0.9899630201906316,0.9553818230205592,0.9899630201906316,False
93000,0.0013363989078890644,0.014259846084200997,0.0009053024859893662,0.0008982769415031167,1.0476190476190477,1.0,0.21295885499997996,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_019116305.1 Candidatus Ruania gallistercoris, ASM1911630v1",9cae202a6bdfde6b92238426f0ce5608,0.021050248981439566,63000,46,3392000,inputs/raw/SRR19888427ass.fasta,SRR19888427,0113a037,69590000,31,DNA,1000,69590,True,0.8240079225911193,0.8829000141402361,0.8534539683656777,0.8829000141402361,False
