intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative
180000,0.003381424706943192,0.07747105966162066,0.0032687105500450856,0.003155825654157575,1.0057471264367817,1.0,0.07559164619520634,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_014195445.1 Garicola koreensis strain=DSM 28238, ASM1419544v1",77a79810bd5c8234de5e98e667f79f41,0.08014247551202137,174000,20,5626000,inputs/raw/SRR19888423ass.fasta,SRR19888423,4f6f5ed4,53232000,31,DNA,1000,53232,True,0.8486135395321039,0.9218085541997539,0.8852110468659289,0.9218085541997539,False
581000,0.01091448752629997,0.033819628647214856,0.0028742110009017134,0.002867293022920311,1.0392156862745099,1.0,0.2252769665309031,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_014897515.1 Brevibacterium sp. FME17 strain=FME17, ASM1489751v1",4d9a963be3a0800b9350fe5813b1aedd,0.1284261715296198,153000,21,5473000,inputs/raw/SRR19888423ass.fasta,SRR19888423,4f6f5ed4,53232000,31,DNA,1000,53232,True,0.8813049362577906,0.9359375858949801,0.9086212610763853,0.9359375858949801,False
203000,0.0038134956417192668,0.03734551316496507,0.002611211301472798,0.002596793681135376,1.0359712230215827,1.0,0.18621840439632784,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_002407185.1 Brachybacterium vulturis strain=VM2412, ASM240718v1",85ae2aefcc6b86b127d63cbbd50492c6,0.05454056958624395,139000,22,5334000,inputs/raw/SRR19888423ass.fasta,SRR19888423,4f6f5ed4,53232000,31,DNA,1000,53232,True,0.8519117076283538,0.9104351604958648,0.8811734340621094,0.9104351604958648,False
217000,0.004076495341148181,0.04502688172043011,0.002517282837391043,0.00270499341784935,1.1194029850746268,1.0,0.5864741105787612,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_000422745.1 Microbacterium gubbeenense DSM 15944 strain=DSM 15944, ASM42274v1",71ff61533e9b0bef303fd06e434b9c67,0.07291666666666667,134000,23,5200000,inputs/raw/SRR19888423ass.fasta,SRR19888423,4f6f5ed4,53232000,31,DNA,1000,53232,True,0.8537464276540626,0.9190031368490253,0.886374782251544,0.9190031368490253,False
2910000,0.054666366095581606,0.02871699861046781,0.0023294259092275322,0.002308261049898112,1.032258064516129,1.0,0.17668469596940847,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_000167575.1 Brevibacterium aurantiacum strain=BL2, ASM16757v1",a82b05085f9daac08c4f9b3fbb661981,0.6739231125521075,124000,24,5076000,inputs/raw/SRR19888423ass.fasta,SRR19888423,4f6f5ed4,53232000,31,DNA,1000,53232,True,0.9283200150199569,0.9873503890775795,0.9578352020487682,0.9873503890775795,False
2455000,0.04611887586414187,0.04096638655462185,0.002197926059513075,0.002200061313184138,1.0427350427350428,1.0,0.20225913788374758,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_001747965.1 Staphylococcus equorum strain=341_10, ASM174796v1",ff2da54c14355e9bc880c83b445d96fe,0.8595938375350141,117000,25,4959000,inputs/raw/SRR19888423ass.fasta,SRR19888423,4f6f5ed4,53232000,31,DNA,1000,53232,True,0.9232423771090125,0.9951313972472514,0.9591868871781319,0.9951313972472514,False
119000,0.002235497445145777,0.021005385996409335,0.002197926059513075,0.002218094602636467,1.0512820512820513,1.0,0.22057244274468274,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_000982975.1 Halomonas sp. A3H3 strain=A3H3, HALA3H3_3393",0e9beb8f94d62688b93604e9b5f4f7db,0.021364452423698384,117000,26,4842000,inputs/raw/SRR19888423ass.fasta,SRR19888423,4f6f5ed4,53232000,31,DNA,1000,53232,True,0.8373602839325095,0.8833220856924999,0.8603411848125047,0.8833220856924999,False
205000,0.003851067027351969,0.02997275204359673,0.0020664262097986174,0.002073828287017835,1.0454545454545454,1.0,0.2082988952252655,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_003335195.1 Microbacterium sp. JB110 strain=JB110, ASM333519v1",96bb80d81aaee7f4a2f08d465632ecd1,0.055858310626702996,110000,27,4732000,inputs/raw/SRR19888423ass.fasta,SRR19888423,4f6f5ed4,53232000,31,DNA,1000,53232,True,0.8521811741870428,0.911136568297277,0.8816588712421598,0.911136568297277,False
129000,0.0024233543733092875,0.029613380860981628,0.0020288548241659153,0.0025246605233260598,1.2962962962962963,1.0,1.382826274266257,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_014861395.1 Psychrobacter sp. FME13 strain=FME13, ASM1486139v1",8b348a8db16e5276ae6db5504bd68b0d,0.035371538250616945,108000,28,4624000,inputs/raw/SRR19888423ass.fasta,SRR19888423,4f6f5ed4,53232000,31,DNA,1000,53232,True,0.8395426612959164,0.897805755936365,0.8686742086161408,0.897805755936365,False
159000,0.0029869251577998197,0.03219927095990279,0.001991283438533213,0.0027771265756586657,1.4528301886792452,1.0,1.7544126333748418,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_000179395.2 Corynebacterium variabile DSM 44702 strain=DSM 44702, ASM17939v2",c89cd9df3cc4e67b2a93d3482b0050f8,0.04829890643985419,106000,29,4518000,inputs/raw/SRR19888423ass.fasta,SRR19888423,4f6f5ed4,53232000,31,DNA,1000,53232,True,0.8452244297562377,0.9068727754113666,0.8760486025838021,0.9068727754113666,False
3601000,0.06764727983168019,0.02494550738677646,0.00193492636008416,0.002145961444827151,1.1553398058252426,1.0,0.6035056414726235,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_003335315.1 Brachybacterium alimentarium strain=862_8, ASM333531v1",c65375c9d31bb3b102ab9f030a2669f9,0.8721240009687575,103000,30,4415000,inputs/raw/SRR19888423ass.fasta,SRR19888423,4f6f5ed4,53232000,31,DNA,1000,53232,True,0.9347221992720529,0.9955960593880718,0.9651591293300623,0.9955960593880718,False
179000,0.003362639014126841,0.03757440476190476,0.0018973549744514579,0.001857428813589887,1.0198019801980198,1.0,0.13931927999475532,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_021191535.1 Staphylococcus saprophyticus strain=F2AH2Ly, ASM2119153v1",e26f379c5d4b3e8b52088eeca54b2bc0,0.0665922619047619,101000,31,4314000,inputs/raw/SRR19888423ass.fasta,SRR19888423,4f6f5ed4,53232000,31,DNA,1000,53232,True,0.8484610479360777,0.9163173883330508,0.8823892181345643,0.9163173883330508,False
226000,0.004245566576495341,0.0285204991087344,0.0018034265103697023,0.001749229076875913,1.0104166666666667,1.0,0.1015291077584267,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_900169175.1 Brevibacterium jeotgali strain=SJ5-8, Assembly_BJEO58",cb3e54ef824477ff960a85289f2ef5e9,0.06714200831847891,96000,32,4218000,inputs/raw/SRR19888423ass.fasta,SRR19888423,4f6f5ed4,53232000,31,DNA,1000,53232,True,0.8548663307189736,0.916560437400906,0.8857133840599398,0.916560437400906,False
3111000,0.05844229035166817,0.02313561407826729,0.0017658551247370002,0.00216399473427948,1.2765957446808511,1.0,1.1975529599549186,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_014897495.1 Brevibacterium aurantiacum strain=FME49, ASM1489749v1",5785c7a8673f1ca2afa65f51452d3893,0.7656903765690377,94000,33,4124000,inputs/raw/SRR19888423ass.fasta,SRR19888423,4f6f5ed4,53232000,31,DNA,1000,53232,True,0.9303222857299996,0.9914248043763684,0.960873545053184,0.9914248043763684,False
299000,0.005616922152088969,0.020289855072463767,0.001709498046287947,0.001821362234685229,1.10989010989011,1.0,0.3461102362202994,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_014897585.1 Brachybacterium tyrofermentans strain=FME25, ASM1489758v1",484a112af99cb08baf26233e71e30bc9,0.06666666666666667,91000,34,4033000,inputs/raw/SRR19888423ass.fasta,SRR19888423,4f6f5ed4,53232000,31,DNA,1000,53232,True,0.8626201359094484,0.9163503968879303,0.8894852663986894,0.9163503968879303,False
99000,0.0018597835888187557,0.022768434670116428,0.0016531409678388939,0.001641029340161939,1.0340909090909092,1.0,0.23591522150030333,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_014898005.1 Halomonas sp. FME63 strain=FME63, ASM1489800v1",c8a1ca15bce97511a6d5361bc38b8007,0.025614489003880983,88000,35,3945000,inputs/raw/SRR19888423ass.fasta,SRR19888423,4f6f5ed4,53232000,31,DNA,1000,53232,True,0.8324047686012797,0.8885069493044883,0.8604558589528839,0.8885069493044883,False
2307000,0.043338593327321914,0.029372496662216287,0.0016531409678388939,0.0018033289452328999,1.1363636363636365,1.0,0.8003098573481366,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_014897435.1 Corynebacterium casei strain=FME59, ASM1489743v1",8dbc2f2000ef90c8cfcc3f3d7bf54677,0.7700267022696929,88000,36,3857000,inputs/raw/SRR19888423ass.fasta,SRR19888423,4f6f5ed4,53232000,31,DNA,1000,53232,True,0.9213924237735008,0.9916054300481602,0.9564989269108305,0.9916054300481602,False
372000,0.006988277727682597,0.028846153846153848,0.0015779981965734896,0.001550862892900294,1.0238095238095237,1.0,0.1524553389864964,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_014897715.1 Psychrobacter celer strain=91, ASM1489771v1",a24abd5e212e5243e6aa5d525b3d1502,0.12774725274725274,84000,37,3773000,inputs/raw/SRR19888423ass.fasta,SRR19888423,4f6f5ed4,53232000,31,DNA,1000,53232,True,0.8687203010657604,0.935777570109017,0.9022489355873886,0.935777570109017,False
188000,0.0035317102494740005,0.021449275362318842,0.001390141268409979,0.001370529998377004,1.027027027027027,1.0,0.16216216216216214,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_002216795.1 Brachybacterium avium strain=VR2415, ASM221679v1",2aebb3f46b24f9aaf70df3042f1ef73e,0.05449275362318841,74000,38,3699000,inputs/raw/SRR19888423ass.fasta,SRR19888423,4f6f5ed4,53232000,31,DNA,1000,53232,True,0.8498047636921962,0.9104094017410268,0.8801070827166115,0.9104094017410268,False
74000,0.001390141268409979,0.002194217939214233,0.001390141268409979,0.0013885632878293328,1.0405405405405406,1.0,0.19722323674765438,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-fungi-k31.zip,"GCA_017657125.1 Scopulariopsis brevicaulis strain=MRI360, ASM1765712v1",d8d79dd301038304f2ca0195a8bfc03c,0.002194217939214233,74000,39,3625000,inputs/raw/SRR19888423ass.fasta,SRR19888423,4f6f5ed4,53232000,31,DNA,1000,53232,True,0.824626008163202,0.8207952434423768,0.8227106258027894,0.824626008163202,False
536000,0.010069131349564171,0.021628116551516974,0.001352569882777277,0.001298396840567688,1.0,1.0,0.0,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_900163715.1 Brevibacterium yomogidense strain=B Co 03.10, ASM90016371v1",bc675f2a1ba9552e5ecea62a034ad91f,0.16100931210573746,72000,40,3553000,inputs/raw/SRR19888423ass.fasta,SRR19888423,4f6f5ed4,53232000,31,DNA,1000,53232,True,0.8790160490748318,0.9427890900125696,0.9109025695437007,0.9427890900125696,False
96000,0.0018034265103697023,0.021621621621621623,0.001352569882777277,0.0013885632878293328,1.0694444444444444,1.0,0.25420840580171006,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_007988825.1 Microbacterium aerolatum strain=NBRC 103071, ASM798882v1",0835f320fd2f04c2792ae770058372f3,0.02882882882882883,72000,41,3481000,inputs/raw/SRR19888423ass.fasta,SRR19888423,4f6f5ed4,53232000,31,DNA,1000,53232,True,0.8315789051588335,0.891901716998417,0.8617403110786253,0.891901716998417,False
3400000,0.06387135557559363,0.017434620174346202,0.0013149984971445746,0.001280363551115359,1.0142857142857142,1.0,0.11866605518454393,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_003335415.1 Brachybacterium alimentarium strain=876_9, ASM333541v1",650d6c95931c3588d5632746d8c56564,0.8468244084682441,70000,42,3411000,inputs/raw/SRR19888423ass.fasta,SRR19888423,4f6f5ed4,53232000,31,DNA,1000,53232,True,0.9329919688508206,0.9946510691433483,0.9638215189970845,0.9946510691433483,False
2927000,0.054985722873459576,0.016370106761565837,0.0012962128043282235,0.0013344634194723459,1.0724637681159421,1.0,0.25925425826084525,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_003999295.1 Brevibacterium aurantiacum strain=SMQ-1417, ASM399929v1",fc8387b92ba4d66ae95793038ba0fa54,0.6944246737841044,69000,43,3342000,inputs/raw/SRR19888423ass.fasta,SRR19888423,4f6f5ed4,53232000,31,DNA,1000,53232,True,0.9284944635341312,0.9883053211444532,0.9583998923392922,0.9883053211444532,False
353000,0.006631349564171927,0.030009233610341645,0.0012210700330628193,0.001172163814401385,1.0,1.0,0.0,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_003521095.1 Aerococcaceae bacterium, ASM352109v1",540cb4aba67cd57816ccb19ed4d6affb,0.16297322253000923,65000,44,3277000,inputs/raw/SRR19888423ass.fasta,SRR19888423,4f6f5ed4,53232000,31,DNA,1000,53232,True,0.8672524021716193,0.9431578749482243,0.9052051385599218,0.9431578749482243,False
2393000,0.044954162909528105,0.02244039270687237,0.0012022843402464682,0.001154130524949056,1.0,1.0,0.0,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_001432245.1 Staphylococcus equorum strain=KS1039, ASM143224v1",a40910d5e55016e76664d49a5e3104b0,0.8390603085553997,64000,45,3213000,inputs/raw/SRR19888423ass.fasta,SRR19888423,4f6f5ed4,53232000,31,DNA,1000,53232,True,0.9224808986414612,0.9943555804618108,0.9584182395516361,0.9943555804618108,False
283000,0.005316351067027352,0.0155700652938222,0.0011647129546137661,0.001154130524949056,1.032258064516129,1.0,0.17668469596940842,/home/ubuntu/2022-prjna853785-sourmash/inputs/sourmash_databases/genbank-2022.03-bacteria-k31.zip,"GCA_900169165.1 Brevibacterium linens ATCC 9172 strain=ATCC 9172, Assembly_BLIN9172",542861ba6ee94c401a1f6ad740fcd380,0.07106981416373681,62000,46,3151000,inputs/raw/SRR19888423ass.fasta,SRR19888423,4f6f5ed4,53232000,31,DNA,1000,53232,True,0.8610911300270122,0.9182429157514528,0.8896670228892325,0.9182429157514528,False
