#Position (bp)	insert size
2.4972242155E9	207.4113900998841
2.501146034E9	206.73341510238907
2.506042022E9	207.71378704440855
2.513885659E9	207.2768870061013
2.521729296E9	207.62145224500927
2.529572933E9	207.48462992462416
2.53741657E9	207.14642287098903
2.545260207E9	207.51175610457466
2.553103844E9	207.45460731499858
2.560947481E9	206.71104314823685
2.568791118E9	207.0409161210258
2.576634755E9	207.81246702146203
2.580961824E9	207.35605682536513
2.5848836425E9	206.18788120192187
2.592322029E9	206.15910651645353
2.600165666E9	206.6691236059121
2.608009303E9	206.20208112930476
2.61585294E9	206.16197501129008
2.623696577E9	205.93325422164457
2.631540214E9	206.50062784225887
2.639383851E9	206.62754833094283
2.647227488E9	206.23350098403674
2.655071125E9	205.4674478273397
2.659218633E9	207.59001956947162
2.6631404515E9	207.45920796032124
2.670758399E9	207.51571999706997
2.678602036E9	207.37510555391643
2.686445673E9	206.448350491343
2.69428931E9	206.94848540238243
2.702132947E9	207.92034406115602
2.709976584E9	207.3327196027684
2.716235854E9	207.21265883352285
2.7201576725E9	208.0034860382408
2.725663858E9	207.34785987178657
2.733507495E9	204.46132470305167
2.741351132E9	207.56125718923607
2.749194769E9	207.74597191046533
2.757038406E9	207.7687711298058
2.764882043E9	207.91172008986985
2.77272568E9	206.27533976010778
2.779123162E9	207.45099021143534
2.7830449805E9	0.0
2.788412954E9	209.37889488990444
2.796256591E9	206.87218425041888
2.804100228E9	205.84562384883006
2.811943865E9	207.09181548331497
2.819787502E9	206.41788087375164
2.8267190205E9	206.8179005877261
2.830640839E9	0.0
2.835474776E9	0.0
2.843318413E9	206.5627988643156
2.85116205E9	207.36682624888104
2.859005687E9	207.55204519795362
2.866849324E9	207.19973471815027
2.874692961E9	207.29376958067635
2.879824033E9	207.84560206843128
2.8837458515E9	206.1087668618297
2.890380235E9	204.67636298741857
2.898223872E9	206.4307166376544
2.906067509E9	206.93137555589632
2.913911146E9	206.51032167324533
2.921754783E9	206.37609445476252
2.92959842E9	206.59081245668273
2.937442057E9	206.7726991864337
2.945285694E9	206.92767246737102
2.953129331E9	207.18041710565416
2.960972968E9	206.31311423438655
2.968816605E9	206.59652628343068
2.976660242E9	206.04752030412993
2.984503879E9	206.77927444669606
2.992347516E9	206.35437869822485
3.000191153E9	204.9573111212338
3.00803479E9	206.40899920523324
3.015878427E9	206.53594745380445
3.023722064E9	206.57659217877094
3.031565701E9	207.49519745663375
3.035895683E9	207.85069075451648
3.0398175015E9	205.69611107620784
3.047252975E9	205.20771249747628
3.055096612E9	205.90142608073674
3.062940249E9	205.44381522733252
3.070783886E9	0.0
3.078627523E9	0.0
3.08647116E9	0.0
3.0930351955E9	202.25610448608745
3.095685697E9	207.7413872301332
3.0956961125E9	0.0
3.0957057475E9	199.65076660988075
3.095723208E9	210.20238095238096
3.0957468575E9	206.8181818181818
3.0957743915E9	102.0
3.0958051445E9	196.0120481927711
3.0958392935E9	189.85714285714286
3.0958746045E9	207.55569620253164
3.0959108895E9	186.66666666666666
3.095947426E9	202.33333333333334
3.095984339E9	207.279843444227
3.0960216755E9	246.2
3.0960595015E9	203.55964912280703
3.0960978295E9	201.8581081081081
3.0961365375E9	204.80625
3.0961758875E9	253.2
3.096215745E9	210.6085626911315
3.096255679E9	209.336969224776
3.0962957E9	181.83333333333334
3.096336017E9	186.30769230769232
3.0963766085E9	214.0
3.096417435E9	172.0
3.096458902E9	215.1
3.0965008355E9	202.5515873015873
3.0965428785E9	207.34405940594058
3.096585625E9	204.28571428571428
3.096629057E9	209.40066500415628
3.096672664E9	209.82604817127566
3.096717443E9	215.2529832935561
3.096763347E9	156.0
3.0968269725E9	187.11111111111111
3.09691267E9	188.83333333333334
3.097004057E9	197.1
3.097103618E9	206.36344086021506
3.0972210215E9	197.87134502923976
3.0973497685E9	208.48787584869058
3.0974831875E9	209.66682879377433
3.097629745E9	212.17036506800287
3.097787028E9	204.92226350385823
3.097947186E9	213.75595038551793
3.0981086605E9	202.5595736068007
3.0982130885E9	207.62745098039215
3.098295208E9	198.06780133928572
3.0984370835E9	205.85930408472012
3.0986053035E9	204.7517006802721
3.098776315E9	207.66137566137567
3.0989485365E9	212.10824742268042
3.099120956E9	207.3168044077135
3.0992945225E9	210.70799244808055
3.0994714155E9	208.00900900900902
3.099650861E9	206.25486381322958
3.099830935E9	205.29479436295657
3.1000126105E9	205.2084690553746
3.1001974875E9	209.35230189970906
3.100384347E9	204.8499095840868
3.100571295E9	205.2604501607717
3.100759707E9	198.27272727272728
3.100950336E9	213.08469647400946
3.101151657E9	211.1451612903226
3.1015309915E9	207.00153668843643
3.101890651E9	0.0
3.1040284075E9	203.65860035888232
3.110002071E9	194.31719307182883
3.117845708E9	193.48408669483538
3.125689345E9	202.62435480787613
3.1335328345E9	200.5047619047619
