CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
98	83823	25933	76.37	109756
99	82742	25873	76.18	108615
100	80799	24669	76.61	105468

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	18190	756193	2.35	774383
2	6637	575547	1.14	582184
3	5813	621622	0.93	627435
4	4840	626555	0.77	631395
5	3997	639437	0.62	643434
6	4029	649189	0.62	653218
7	3940	648585	0.60	652525
8	4050	683745	0.59	687795
9	3971	679628	0.58	683599
10	3886	672109	0.57	675995
11	3659	672764	0.54	676423
12	3777	675086	0.56	678863
13	3796	671314	0.56	675110
14	3721	678245	0.55	681966
15	3692	678404	0.54	682096
16	3727	682772	0.54	686499
17	3664	682435	0.53	686099
18	3615	682050	0.53	685665
19	3584	686146	0.52	689730
20	3668	688359	0.53	692027
21	3646	689718	0.53	693364
22	3563	690692	0.51	694255
23	3531	691180	0.51	694711
24	3608	697252	0.51	700860
25	3606	694148	0.52	697754
26	3635	690520	0.52	694155
27	3597	691295	0.52	694892
28	3680	695746	0.53	699426
29	3598	697515	0.51	701113
30	3631	698592	0.52	702223
31	3679	692885	0.53	696564
32	3522	697089	0.50	700611
33	3584	695823	0.51	699407
34	3472	697106	0.50	700578
35	3544	695900	0.51	699444
36	3483	696122	0.50	699605
37	3649	697102	0.52	700751
38	3571	697106	0.51	700677
39	3591	697075	0.51	700666
40	3567	697142	0.51	700709
41	3318	697497	0.47	700815
42	3548	698651	0.51	702199
43	3543	697330	0.51	700873
44	3511	696731	0.50	700242
45	3461	697577	0.49	701038
46	3541	695743	0.51	699284
47	3532	698265	0.50	701797
48	3758	697720	0.54	701478
49	3503	699103	0.50	702606
50	3492	697019	0.50	700511
51	3747	695541	0.54	699288
52	3536	696645	0.51	700181
53	3464	697844	0.49	701308
54	3512	697451	0.50	700963
55	3663	694447	0.52	698110
56	3536	696263	0.51	699799
57	3404	694091	0.49	697495
58	3446	696347	0.49	699793
59	3590	694971	0.51	698561
60	3462	695014	0.50	698476
61	3480	693746	0.50	697226
62	3456	694232	0.50	697688
63	3540	693797	0.51	697337
64	3451	692124	0.50	695575
65	3622	690279	0.52	693901
66	3574	689223	0.52	692797
67	3525	690908	0.51	694433
68	3455	688242	0.50	691697
69	3664	687205	0.53	690869
70	3399	689177	0.49	692576
71	3550	688190	0.51	691740
72	3434	689366	0.50	692800
73	3469	687750	0.50	691219
74	3524	687227	0.51	690751
75	3398	686626	0.49	690024
76	3486	683638	0.51	687124
77	3322	684083	0.48	687405
78	3470	684084	0.50	687554
79	3462	680697	0.51	684159
80	3464	679717	0.51	683181
81	3367	680031	0.49	683398
82	3430	679637	0.50	683067
83	3464	678946	0.51	682410
84	3398	675652	0.50	679050
85	3355	673444	0.50	676799
86	3363	673240	0.50	676603
87	3526	667753	0.53	671279
88	3391	669373	0.50	672764
89	3255	666439	0.49	669694
90	3335	664986	0.50	668321
91	3267	661514	0.49	664781
92	3376	660764	0.51	664140
93	3321	656220	0.50	659541
94	3366	650727	0.51	654093
95	3210	649448	0.49	652658
96	3263	646130	0.50	649393
97	3300	642604	0.51	645904
98	3233	636661	0.51	639894
99	3166	632062	0.50	635228
100	3177	605204	0.52	608381

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	61280	2522106	2.37	2583386
2	24883	1972944	1.25	1997827
3	21774	2191266	0.98	2213040
4	19379	2285604	0.84	2304983
5	16113	2318852	0.69	2334965
6	15950	2420340	0.65	2436290
7	14918	2389823	0.62	2404741
8	15085	2447914	0.61	2462999
9	14650	2426324	0.60	2440974
10	14293	2414405	0.59	2428698
11	13716	2419857	0.56	2433573
12	13692	2429609	0.56	2443301
13	13655	2408400	0.56	2422055
14	13241	2422232	0.54	2435473
15	13043	2427590	0.53	2440633
16	13031	2422558	0.54	2435589
17	12539	2430407	0.51	2442946
18	12783	2440636	0.52	2453419
19	12818	2441930	0.52	2454748
20	12747	2446796	0.52	2459543
21	13086	2437413	0.53	2450499
22	12539	2441195	0.51	2453734
23	12436	2441251	0.51	2453687
24	12521	2444523	0.51	2457044
25	12592	2435832	0.51	2448424
26	12504	2434603	0.51	2447107
27	12652	2437691	0.52	2450343
28	12781	2441526	0.52	2454307
29	12420	2439691	0.51	2452111
30	12417	2440046	0.51	2452463
31	12763	2431475	0.52	2444238
32	12072	2433248	0.49	2445320
33	12213	2438096	0.50	2450309
34	12403	2434438	0.51	2446841
35	12122	2432234	0.50	2444356
36	12314	2438386	0.50	2450700
37	12397	2432966	0.51	2445363
38	12097	2434271	0.49	2446368
39	12058	2435632	0.49	2447690
40	12121	2437429	0.49	2449550
41	12127	2430388	0.50	2442515
42	12110	2436213	0.49	2448323
43	12172	2436474	0.50	2448646
44	12329	2431116	0.50	2443445
45	12048	2434143	0.49	2446191
46	12177	2428716	0.50	2440893
47	12180	2430684	0.50	2442864
48	12363	2428480	0.51	2440843
49	12109	2432586	0.50	2444695
50	12288	2429554	0.50	2441842
51	12521	2421552	0.51	2434073
52	11995	2429971	0.49	2441966
53	12138	2426331	0.50	2438469
54	12147	2428203	0.50	2440350
55	12240	2423581	0.50	2435821
56	12155	2428647	0.50	2440802
57	11979	2428481	0.49	2440460
58	12144	2424683	0.50	2436827
59	11860	2426573	0.49	2438433
60	12065	2423448	0.50	2435513
61	12062	2421882	0.50	2433944
62	11897	2423168	0.49	2435065
63	11894	2421615	0.49	2433509
64	12078	2419756	0.50	2431834
65	11816	2415405	0.49	2427221
66	12318	2414877	0.51	2427195
67	11983	2415852	0.49	2427835
68	11646	2414839	0.48	2426485
69	12399	2409231	0.51	2421630
70	12023	2412695	0.50	2424718
71	11984	2409289	0.49	2421273
72	11799	2408314	0.49	2420113
73	12051	2405954	0.50	2418005
74	11974	2399009	0.50	2410983
75	12006	2397721	0.50	2409727
76	11795	2398217	0.49	2410012
77	11670	2398744	0.48	2410414
78	11719	2395240	0.49	2406959
79	11919	2390406	0.50	2402325
80	12318	2380782	0.51	2393100
81	11859	2384358	0.49	2396217
82	11795	2380479	0.49	2392274
83	11637	2377310	0.49	2388947
84	11765	2372306	0.49	2384071
85	11448	2368750	0.48	2380198
86	11542	2361411	0.49	2372953
87	12131	2356483	0.51	2368614
88	11567	2355362	0.49	2366929
89	11578	2347090	0.49	2358668
90	11621	2344238	0.49	2355859
91	11697	2338743	0.50	2350440
92	11390	2326778	0.49	2338168
93	11253	2320092	0.48	2331345
94	11733	2304513	0.51	2316246
95	11457	2301496	0.50	2312953
96	11342	2289804	0.49	2301146
97	11064	2274764	0.48	2285828
98	11014	2255612	0.49	2266626
99	11010	2229518	0.49	2240528
100	10079	2150154	0.47	2160233

