CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
58	147162	13343875	1.09	13491037
59	146216	13326846	1.09	13473062
60	147100	13329144	1.09	13476244
61	147054	13297653	1.09	13444707
62	146157	13275646	1.09	13421803
63	146092	13293035	1.09	13439127
64	145859	13239513	1.09	13385372
65	144503	13226025	1.08	13370528
66	144371	13219133	1.08	13363504
67	143989	13175953	1.08	13319942
68	143420	13164198	1.08	13307618
69	143375	13135682	1.08	13279057
70	143510	13095968	1.08	13239478
71	142789	13059172	1.08	13201961
72	142279	13029764	1.08	13172043
73	141691	12948594	1.08	13090285
74	139344	12882417	1.07	13021761
75	139384	12817299	1.08	12956683
76	137734	12777700	1.07	12915434
77	137820	12757552	1.07	12895372
78	136720	12727487	1.06	12864207
79	136329	12665723	1.06	12802052
80	136123	12608497	1.07	12744620
81	134442	12555203	1.06	12689645
82	133658	12471592	1.06	12605250
83	132204	12383050	1.06	12515254
84	130934	12293721	1.05	12424655
85	128900	12197985	1.05	12326885
86	127402	12085905	1.04	12213307
87	126914	11994223	1.05	12121137
88	125694	11889617	1.05	12015311
89	124635	11778246	1.05	11902881
90	122136	11663754	1.04	11785890
91	121021	11535661	1.04	11656682
92	120502	11354551	1.05	11475053
93	119340	11171822	1.06	11291162
94	115248	11073543	1.03	11188791
95	114040	10839269	1.04	10953309
96	110664	10703253	1.02	10813917
97	107720	10494739	1.02	10602459
98	102785	10256203	0.99	10358988
99	97321	9959591	0.97	10056912
100	88015	9378579	0.93	9466594
101	69246	8661147	0.79	8730393

