CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
99	15215	3066066	0.49	3081281
100	14886	2938780	0.50	2953666

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	295357	12253088	2.35	12548445
2	120454	9604410	1.24	9724864
3	104567	10660759	0.97	10765326
4	92847	11127202	0.83	11220049
5	77326	11283238	0.68	11360564
6	76859	11762149	0.65	11839008
7	72233	11577411	0.62	11649644
8	72644	11869159	0.61	11941803
9	70449	11776590	0.59	11847039
10	68739	11723647	0.58	11792386
11	66509	11720688	0.56	11787197
12	65450	11764759	0.55	11830209
13	64397	11722633	0.55	11787030
14	63755	11750538	0.54	11814293
15	62827	11768838	0.53	11831665
16	62812	11779800	0.53	11842612
17	62487	11779202	0.53	11841689
18	62131	11829924	0.52	11892055
19	61869	11830034	0.52	11891903
20	61732	11857352	0.52	11919084
21	61045	11841964	0.51	11903009
22	61826	11819084	0.52	11880910
23	61337	11832684	0.52	11894021
24	60873	11842204	0.51	11903077
25	60886	11808936	0.51	11869822
26	60047	11813443	0.51	11873490
27	59731	11839506	0.50	11899237
28	60276	11842483	0.51	11902759
29	60078	11818687	0.51	11878765
30	60123	11811998	0.51	11872121
31	58888	11796320	0.50	11855208
32	59344	11800402	0.50	11859746
33	59121	11824746	0.50	11883867
34	59185	11807555	0.50	11866740
35	58755	11809383	0.50	11868138
36	58852	11814389	0.50	11873241
37	59033	11801715	0.50	11860748
38	58790	11804229	0.50	11863019
39	58866	11813765	0.50	11872631
40	58657	11818427	0.49	11877084
41	58930	11804988	0.50	11863918
42	59132	11813148	0.50	11872280
43	58448	11808991	0.49	11867439
44	58803	11798139	0.50	11856942
45	58754	11803883	0.50	11862637
46	58715	11800919	0.50	11859634
47	59094	11793884	0.50	11852978
48	58606	11809072	0.49	11867678
49	58781	11794585	0.50	11853366
50	58365	11785420	0.49	11843785
51	58581	11783497	0.49	11842078
52	58524	11784750	0.49	11843274
53	58278	11776889	0.49	11835167
54	59045	11777171	0.50	11836216
55	58217	11782032	0.49	11840249
56	58133	11776856	0.49	11834989
57	58219	11783835	0.49	11842054
58	57910	11772996	0.49	11830906
59	58270	11766112	0.49	11824382
60	57930	11766788	0.49	11824718
61	57736	11754671	0.49	11812407
62	57738	11755222	0.49	11812960
63	57739	11761379	0.49	11819118
64	57900	11744574	0.49	11802474
65	57660	11727581	0.49	11785241
66	58078	11729637	0.49	11787715
67	57841	11726400	0.49	11784241
68	57937	11719376	0.49	11777313
69	57886	11715399	0.49	11773285
70	57924	11709602	0.49	11767526
71	57816	11693864	0.49	11751680
72	57840	11686971	0.49	11744811
73	57446	11666982	0.49	11724428
74	57530	11655019	0.49	11712549
75	56819	11638217	0.49	11695036
76	56956	11636395	0.49	11693351
77	56836	11629747	0.49	11686583
78	56646	11627951	0.48	11684597
79	56794	11604469	0.49	11661263
80	56919	11595688	0.49	11652607
81	56320	11583944	0.48	11640264
82	56393	11570219	0.49	11626612
83	56669	11541160	0.49	11597829
84	56363	11520451	0.49	11576814
85	56440	11495529	0.49	11551969
86	55923	11473148	0.49	11529071
87	55628	11455456	0.48	11511084
88	55542	11426440	0.48	11481982
89	55865	11401277	0.49	11457142
90	55945	11371467	0.49	11427412
91	55847	11338267	0.49	11394114
92	55524	11299295	0.49	11354819
93	55435	11252682	0.49	11308117
94	54807	11216457	0.49	11271264
95	54573	11175119	0.49	11229692
96	54529	11128244	0.49	11182773
97	54143	11051131	0.49	11105274
98	53607	10949231	0.49	11002838
99	52460	10821223	0.48	10873683
100	49638	10426381	0.47	10476019

