CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
52	59007	11853936	0.50	11912943
53	59043	11845418	0.50	11904461
54	58782	11851013	0.49	11909795
55	58446	11843734	0.49	11902180
56	58508	11847204	0.49	11905712
57	58261	11847236	0.49	11905497
58	58391	11829639	0.49	11888030
59	58464	11830934	0.49	11889398
60	58183	11833698	0.49	11891881
61	58383	11826159	0.49	11884542
62	58011	11822939	0.49	11880950
63	58427	11824376	0.49	11882803
64	58026	11809211	0.49	11867237
65	57910	11792597	0.49	11850507
66	58002	11793736	0.49	11851738
67	57847	11787114	0.49	11844961
68	58159	11792430	0.49	11850589
69	57875	11787691	0.49	11845566
70	57942	11783245	0.49	11841187
71	58047	11770952	0.49	11828999
72	57846	11760662	0.49	11818508
73	57804	11750425	0.49	11808229
74	58051	11728581	0.49	11786632
75	58059	11712032	0.49	11770091
76	57726	11714455	0.49	11772181
77	57385	11711094	0.49	11768479
78	57228	11702912	0.49	11760140
79	57264	11688264	0.49	11745528
80	57113	11678753	0.49	11735866
81	57093	11670323	0.49	11727416
82	56981	11647036	0.49	11704017
83	57005	11621990	0.49	11678995
84	56519	11601580	0.48	11658099
85	56645	11577943	0.49	11634588
86	56853	11551674	0.49	11608527
87	56897	11537351	0.49	11594248
88	56582	11513179	0.49	11569761
89	56383	11488466	0.49	11544849
90	56028	11456994	0.49	11513022
91	55823	11421751	0.49	11477574
92	56457	11391868	0.49	11448325
93	55666	11343086	0.49	11398752
94	55360	11302358	0.49	11357718
95	54997	11257761	0.49	11312758
96	55199	11207293	0.49	11262492
97	54349	11141610	0.49	11195959
98	54470	11040333	0.49	11094803
99	53712	10912577	0.49	10966289
100	50795	10522420	0.48	10573215

