n_genes_by_counts	total_counts	cellrank_n_genes_by_counts	cellrank_total_counts	cell_index
1838	76.81081	314	383	383
1838	76.4736	857	384	384
1838	76.195755	1324	385	385
1838	76.06957	372	386	386
1838	75.65942	896	387	387
1838	75.4758	2167	388	388
1838	75.429955	1681	389	389
1838	75.36915	1364	390	390
1838	75.28229	2454	391	391
1838	74.83623	633	392	392
1838	74.55017	1319	393	393
1838	74.399765	1067	394	394
1838	74.343735	2340	395	395
1838	74.26385	1581	396	396
1838	74.09859	1816	397	397
1838	74.07765	631	398	398
1838	74.030106	2053	399	399
1838	73.83861	1072	400	400
1838	73.655655	1652	401	401
1838	73.483185	1678	402	402
1838	73.43851	1366	403	403
1838	73.40393	1883	404	404
1838	73.3607	2612	405	405
1838	72.99993	987	406	406
1838	72.6929	90	407	407
1838	72.55551	953	408	408
1838	72.50168	156	409	409
1838	72.39782	1444	410	410
1838	72.3494	1622	411	411
1838	72.31137	915	412	412
1838	72.30337	1203	413	413
1838	72.27252	177	414	414
1838	72.15804	709	415	415
1838	71.96065	1724	416	416
1838	71.5867	1909	417	417
1838	71.55725	81	418	418
1838	71.243996	923	419	419
1838	71.20049	166	420	420
1838	70.83798	1225	421	421
1838	70.724945	543	422	422
1838	70.61859	2192	423	423
1838	70.588394	439	424	424
1838	70.558815	765	425	425
1838	70.45468	1882	426	426
1838	69.89252	517	427	427
1838	69.71545	2143	428	428
1838	69.60417	1244	429	429
1838	69.59941	1879	430	430
1838	69.443924	1276	431	431
1838	69.30224	120	432	432
1838	69.14854	2017	433	433
1838	69.10539	37	434	434
1838	69.01791	1555	435	435
1838	68.94522	1331	436	436
1838	68.83652	1282	437	437
1838	68.336815	2363	438	438
1838	68.12147	1286	439	439
1838	67.76057	1541	440	440
1838	67.58359	1675	441	441
1838	67.5279	243	442	442
1838	67.37596	2379	443	443
1838	67.25136	259	444	444
1838	66.92574	2259	445	445
1838	66.80557	393	446	446
1838	66.586365	1970	447	447
1838	66.477585	1284	448	448
1838	66.16525	2525	449	449
1838	65.83476	835	450	450
1838	65.60838	2229	451	451
1838	65.47041	727	452	452
1838	65.429855	2174	453	453
1838	65.33084	2305	454	454
1838	65.161415	2355	455	455
1838	65.10222	989	456	456
1838	64.99392	2161	457	457
1838	64.988525	2246	458	458
1838	64.67414	53	459	459
1838	64.49167	843	460	460
1838	64.301926	1293	461	461
1838	64.108795	1913	462	462
1838	63.978874	603	463	463
1838	63.968693	1601	464	464
1838	63.928997	1349	465	465
1838	63.835777	575	466	466
1838	63.769043	1134	467	467
1838	63.61061	2611	468	468
1838	63.394093	354	469	469
1838	63.280807	1645	470	470
1838	63.254818	930	471	471
1838	63.18983	1187	472	472
1838	63.17234	1311	473	473
1838	63.147514	2012	474	474
1838	62.976204	802	475	475
1838	62.872284	1916	476	476
1838	62.440456	1088	477	477
1838	62.232864	2154	478	478
1838	62.16726	2105	479	479
1838	62.15405	1370	480	480
1838	62.07366	2445	481	481
1838	61.997387	2299	482	482
1838	61.926395	320	483	483
1838	61.73024	514	484	484
1838	61.116653	316	485	485
1838	61.080433	150	486	486
1838	61.025505	775	487	487
1838	60.85586	1037	488	488
1838	60.834827	1408	489	489
1838	60.829533	937	490	490
1838	60.647335	1615	491	491
1838	60.31083	640	492	492
1838	60.26293	144	493	493
1838	60.191174	1923	494	494
1838	60.06546	1092	495	495
1838	60.04194	169	496	496
1838	59.828518	1713	497	497
1838	59.72001	2200	498	498
1838	59.35997	1007	499	499
1838	59.335403	86	500	500
1838	59.29918	211	501	501
1838	59.226692	2290	502	502
1838	59.160248	2252	503	503
1838	58.78327	289	504	504
1838	58.580162	1866	505	505
1838	58.16787	491	506	506
1838	58.076923	146	507	507
1838	57.806454	1084	508	508
1838	57.7828	1495	509	509
1838	57.77883	1176	510	510
1838	57.77855	2501	511	511
1838	57.54915	1742	512	512
1838	57.527245	1856	513	513
1838	57.510925	1773	514	514
1838	57.395607	810	515	515
1838	57.372253	1186	516	516
1838	57.057392	527	517	517
1838	56.921513	652	518	518
1838	56.894386	2371	519	519
1838	56.793884	528	520	520
1838	56.708393	587	521	521
1838	56.590523	421	522	522
1838	56.373775	1953	523	523
1838	56.363823	1891	524	524
1838	56.248672	580	525	525
1838	56.1855	2547	526	526
1838	56.151825	294	527	527
1838	55.754856	615	528	528
1838	55.739574	2278	529	529
1838	55.67494	2388	530	530
1838	55.657627	616	531	531
1838	55.52647	1636	532	532
1838	55.51937	2443	533	533
1838	55.501347	1423	534	534
1838	55.452744	2375	535	535
1838	55.407974	2387	536	536
1838	55.357086	666	537	537
1838	55.34708	1779	538	538
1838	55.310078	2484	539	539
1838	55.30311	389	540	540
1838	55.28146	978	541	541
1838	54.91134	1608	542	542
1838	54.811283	2579	543	543
1838	54.72963	2194	544	544
1838	54.267166	1663	545	545
1838	54.12574	1300	546	546
1838	54.048008	2330	547	547
1838	54.01481	1077	548	548
1838	53.986736	1844	549	549
1838	53.962605	1377	550	550
1838	53.62863	192	551	551
1838	53.61387	454	552	552
1838	53.361526	110	553	553
1838	53.354855	384	554	554
1838	53.2498	285	555	555
1838	53.036537	715	556	556
1838	52.826084	2500	557	557
1838	52.666332	1716	558	558
1838	52.598278	2314	559	559
1838	52.46687	572	560	560
1838	52.407955	1804	561	561
1838	52.176517	663	562	562
1838	52.040886	785	563	563
1838	51.963974	2545	564	564
1838	51.389862	231	565	565
1838	51.230663	2009	566	566
1838	51.21395	2583	567	567
1838	51.166077	676	568	568
1838	51.08309	2049	569	569
1838	50.843655	844	570	570
1838	50.609413	245	571	571
1838	50.48887	2509	572	572
1838	50.174404	750	573	573
1838	50.1278	1591	574	574
1838	50.11583	2219	575	575
1838	49.97773	2627	576	576
1838	49.888954	622	577	577
1838	49.88361	2339	578	578
1838	49.881702	224	579	579
1838	49.847374	2440	580	580
1838	49.669983	1519	581	581
1838	49.65726	900	582	582
1838	49.46482	2352	583	583
1838	49.364468	1195	584	584
1838	49.321167	2232	585	585
1838	49.315304	1261	586	586
1838	49.29274	861	587	587
1838	49.277718	1371	588	588
1838	49.13703	787	589	589
1838	49.09156	2176	590	590
1838	49.08965	735	591	591
1838	49.052124	840	592	592
1838	49.03187	2450	593	593
1838	49.02433	219	594	594
1838	48.997944	1596	595	595
1838	48.960037	410	596	596
1838	48.916798	2274	597	597
1838	48.89795	1533	598	598
1838	48.853016	2598	599	599
1838	48.830612	1075	600	600
1838	48.760048	779	601	601
1838	48.368935	1290	602	602
1838	48.250534	1048	603	603
1838	48.18106	1902	604	604
1838	48.107536	2239	605	605
1838	48.10726	1405	606	606
1838	48.05282	1309	607	607
1838	47.977886	1409	608	608
1838	47.967857	713	609	609
1838	47.681087	413	610	610
1838	47.634903	894	611	611
1838	47.623657	1057	612	612
1838	47.19489	854	613	613
1838	47.06032	1565	614	614
1838	47.03827	2322	615	615
1838	46.84002	689	616	616
1838	46.7787	897	617	617
1838	46.72648	539	618	618
1838	46.559208	1638	619	619
1838	46.49025	1830	620	620
1838	46.33732	737	621	621
1838	46.331844	2587	622	622
1838	46.285633	1836	623	623
1838	46.26075	490	624	624
1838	46.10571	2564	625	625
1838	46.002888	1227	626	626
1838	45.960285	1380	627	627
1838	45.81378	513	628	628
1838	45.79399	2265	629	629
1838	45.74624	2476	630	630
1838	45.721886	1748	631	631
1838	45.551403	1536	632	632
1838	45.532997	598	633	633
1838	45.510693	2247	634	634
1838	45.165634	2188	635	635
1838	44.966515	1610	636	636
1838	44.94455	2254	637	637
1838	44.822124	641	638	638
1838	44.77694	376	639	639
1838	44.69785	936	640	640
1838	44.65626	61	641	641
1838	44.532024	2461	642	642
1838	44.461143	2173	643	643
1838	44.359898	431	644	644
1838	44.28763	1685	645	645
1838	44.23238	1296	646	646
1838	44.205025	235	647	647
1838	44.17795	2172	648	648
1838	44.153263	533	649	649
1838	44.0281	2521	650	650
1838	43.57634	2168	651	651
1838	43.31231	2106	652	652
1838	43.25978	172	653	653
1838	43.195107	2554	654	654
1838	43.17936	290	655	655
1838	43.17658	237	656	656
1838	43.14838	1439	657	657
1838	43.099686	1147	658	658
1838	43.066532	585	659	659
1838	43.009476	1806	660	660
1838	42.630104	2258	661	661
1838	42.563576	864	662	662
1838	42.313488	479	663	663
1838	42.29912	2060	664	664
1838	41.74315	1545	665	665
1838	41.735092	65	666	666
1838	41.64157	218	667	667
1838	41.577736	669	668	668
1838	41.509533	1083	669	669
1838	41.46941	1628	670	670
1838	41.237167	2528	671	671
1838	41.215343	1548	672	672
1838	41.13483	1248	673	673
1838	40.91945	647	674	674
1838	40.793915	2337	675	675
1838	40.766796	1396	676	676
1838	40.55167	335	677	677
1838	40.54888	867	678	678
1838	40.54545	267	679	679
1838	40.532444	813	680	680
1838	40.51518	1228	681	681
1838	40.315845	682	682	682
1838	40.291504	2599	683	683
1838	40.207615	1151	684	684
1838	40.170864	1651	685	685
1838	40.066685	2050	686	686
1838	39.975784	2035	687	687
1838	39.950485	1613	688	688
1838	39.906807	2019	689	689
1838	39.802685	1348	690	690
1838	39.785194	886	691	691
1838	39.714844	2113	692	692
1838	39.622414	1476	693	693
1838	39.30543	2328	694	694
1838	39.04406	2567	695	695
1838	39.012783	412	696	696
1838	38.738655	741	697	697
1838	38.697697	1754	698	698
1838	38.6608	566	699	699
1838	38.65588	2522	700	700
1838	38.55725	1959	701	701
1838	38.3291	1786	702	702
1838	38.160027	1930	703	703
1838	38.04377	1318	704	704
1838	37.87406	997	705	705
1838	37.83911	425	706	706
1838	37.803593	2069	707	707
1838	37.675995	2629	708	708
1838	37.61878	705	709	709
1838	37.58239	1771	710	710
1838	37.568195	2358	711	711
1838	37.289673	1967	712	712
1838	37.28475	2385	713	713
1838	37.269653	1126	714	714
1838	37.262436	331	715	715
1838	37.258045	1241	716	716
1838	37.23376	563	717	717
1838	37.230892	1411	718	718
1838	37.18881	1253	719	719
1838	37.13691	1747	720	720
1838	37.092815	951	721	721
1838	36.830864	2520	722	722
1838	36.433075	2394	723	723
1838	36.351154	766	724	724
1838	36.19325	1327	725	725
1838	36.167233	586	726	726
1838	36.139442	592	727	727
1838	36.02825	798	728	728
1838	36.00933	1153	729	729
1838	35.954697	2460	730	730
1838	35.783665	2220	731	731
1838	35.761826	283	732	732
1838	35.642937	2250	733	733
1838	35.636795	2510	734	734
1838	35.529404	423	735	735
1838	35.519646	1523	736	736
1838	35.509056	548	737	737
1838	35.48184	1807	738	738
1838	35.462013	1793	739	739
1838	35.447216	459	740	740
1838	35.414185	2136	741	741
1838	35.25871	2570	742	742
1838	35.181084	2499	743	743
1838	35.139503	1475	744	744
1838	35.042862	956	745	745
1838	34.94168	939	746	746
1838	34.91662	552	747	747
1838	34.714226	624	748	748
1838	34.619972	1043	749	749
1838	34.600304	874	750	750
1838	34.532825	1906	751	751
1838	34.32342	15	752	752
1838	34.308395	1611	753	753
1838	34.109283	251	754	754
1838	34.106964	2308	755	755
1838	33.936394	2410	756	756
1838	33.87577	451	757	757
1838	33.608223	551	758	758
1838	33.46833	201	759	759
1838	33.388	1692	760	760
1838	33.117348	1044	761	761
1838	32.96707	21	762	762
1838	32.953087	443	763	763
1838	32.88434	1725	764	764
1838	32.77797	829	765	765
1838	32.727013	170	766	766
1838	32.564095	2468	767	767
1838	32.53029	2241	768	768
1838	32.398075	2147	769	769
1838	32.385475	578	770	770
1838	32.181313	2111	771	771
1838	31.966793	2117	772	772
1838	31.574429	1861	773	773
1838	31.538454	2098	774	774
1838	31.413647	1022	775	775
1838	31.223904	1817	776	776
1838	31.024147	2350	777	777
1838	30.908873	43	778	778
1838	30.783993	2518	779	779
1838	30.78137	1539	780	780
1838	30.728104	1484	781	781
1838	30.540462	866	782	782
1838	30.464775	1052	783	783
1838	30.45093	326	784	784
1838	30.337387	1162	785	785
1838	30.299387	1661	786	786
1838	30.281048	1897	787	787
1838	30.175062	1802	788	788
1838	30.168037	1914	789	789
1838	29.96268	672	790	790
1838	29.955425	487	791	791
1838	29.92602	1965	792	792
1838	29.892216	1354	793	793
1838	29.879898	76	794	794
1838	29.583366	1814	795	795
1838	29.390583	2260	796	796
1838	29.053303	2023	797	797
1838	29.000362	520	798	798
1838	28.929958	1805	799	799
1838	28.808508	2185	800	800
1838	28.732363	576	801	801
1838	28.539715	6	802	802
1838	28.448605	14	803	803
1838	28.384129	1860	804	804
1838	28.255733	2418	805	805
1838	28.242683	1298	806	806
1838	28.09577	247	807	807
1838	28.022575	2072	808	808
1838	27.903908	1074	809	809
1838	27.73296	176	810	810
1838	27.704212	2321	811	811
1838	27.666245	818	812	812
1838	27.512033	639	813	813
1838	27.43848	726	814	814
1838	27.432129	1323	815	815
1838	27.394733	357	816	816
1838	27.338818	2257	817	817
1838	27.274702	2251	818	818
1838	27.086697	2031	819	819
1838	26.957317	700	820	820
1838	26.758156	2016	821	821
1838	26.731564	1436	822	822
1838	26.69423	2488	823	823
1838	26.668125	1003	824	824
1838	26.578085	351	825	825
1838	26.47431	952	826	826
1838	26.401012	2535	827	827
1838	26.194155	816	828	828
1838	25.998707	1550	829	829
1838	25.879578	2331	830	830
1838	25.777153	2123	831	831
1838	25.450996	2438	832	832
1838	25.416416	1479	833	833
1838	25.373592	2384	834	834
1838	25.359085	1499	835	835
1838	25.301426	1886	836	836
1838	25.272524	1758	837	837
1838	25.214024	2083	838	838
1838	25.075377	159	839	839
1838	24.871574	1813	840	840
1838	24.731464	1735	841	841
1838	24.566084	2323	842	842
1838	24.47232	9	843	843
1838	24.468113	1517	844	844
1838	24.262178	275	845	845
1838	23.85463	1231	846	846
1838	23.78209	557	847	847
1838	23.774126	581	848	848
1838	23.755692	824	849	849
1838	23.69621	1133	850	850
1838	23.652058	1325	851	851
1838	23.612562	428	852	852
1838	23.452316	902	853	853
1838	23.412937	2338	854	854
1838	23.384226	2302	855	855
1838	23.00262	1446	856	856
1838	22.902416	717	857	857
1838	22.684797	2131	858	858
1838	22.603107	388	859	859
1838	22.514297	2055	860	860
1838	22.352652	1730	861	861
1838	22.059017	2090	862	862
1838	21.909212	1736	863	863
1838	21.78269	2458	864	864
1838	21.617273	429	865	865
1838	21.6136	699	866	866
1838	21.581436	1602	867	867
1838	21.528664	160	868	868
1838	21.38276	1939	869	869
1838	21.352573	2263	870	870
1838	21.301247	2091	871	871
1838	21.272495	2546	872	872
1838	21.168598	1197	873	873
1838	21.153477	544	874	874
1838	21.075928	2125	875	875
1838	21.063585	2504	876	876
1838	20.955254	66	877	877
1838	20.929409	1016	878	878
1838	20.799597	1062	879	879
1838	20.790474	2503	880	880
1838	20.728527	1233	881	881
1838	20.728333	1974	882	882
1838	20.711058	2006	883	883
1838	20.675423	2261	884	884
1838	20.658642	1135	885	885
1838	20.475306	280	886	886
1838	20.455914	2141	887	887
1838	20.377714	93	888	888
1838	20.37373	632	889	889
1838	20.348888	1056	890	890
1838	20.08461	555	891	891
1838	20.010172	1714	892	892
1838	19.945183	41	893	893
1838	19.89514	2349	894	894
1838	19.652721	180	895	895
1838	19.646881	1260	896	896
1838	19.602116	1174	897	897
1838	19.584635	1962	898	898
1838	19.429466	154	899	899
1838	19.278637	1216	900	900
1838	19.124475	2453	901	901
1838	19.043089	64	902	902
1838	19.001328	909	903	903
1838	18.873936	853	904	904
1838	18.81175	2411	905	905
1838	18.706734	2561	906	906
1838	18.689907	1011	907	907
1838	18.652298	1506	908	908
1838	18.602661	405	909	909
1838	18.60033	1355	910	910
1838	18.498455	2233	911	911
1838	18.459167	187	912	912
1838	18.446798	999	913	913
1838	18.41984	1343	914	914
1838	18.305933	2566	915	915
1838	18.21294	1842	916	916
1838	18.048845	2	917	917
1838	17.96841	1973	918	918
1838	17.932816	1071	919	919
1838	17.873959	1938	920	920
1838	17.669043	574	921	921
1838	17.638723	1775	922	922
1838	17.613562	1605	923	923
1838	17.382847	1191	924	924
1838	17.357056	525	925	925
1838	17.32632	1521	926	926
1838	17.270515	503	927	927
1838	17.150736	2512	928	928
1838	17.05661	719	929	929
1838	17.005405	877	930	930
1838	16.907986	1458	931	931
1838	16.885633	556	932	932
1838	16.881594	872	933	933
1838	16.807266	1224	934	934
1838	16.42827	2513	935	935
1838	16.371563	47	936	936
1838	15.9235935	2421	937	937
1838	15.868713	2368	938	938
1838	15.813719	1603	939	939
1838	15.770945	1372	940	940
1838	15.718739	1029	941	941
1838	15.631702	230	942	942
1838	15.48414	744	943	943
1838	15.254503	825	944	944
1838	15.224325	547	945	945
1838	15.185559	1833	946	946
1838	15.156499	1082	947	947
1838	15.058611	1920	948	948
1838	15.007341	753	949	949
1838	14.873783	1249	950	950
1838	14.733589	1146	951	951
