featureID	uniq_len	num_alignments	counts	tpm
b0343	1254	0.0	0.00	0.00
b0344	3075	0.0	0.00	0.00
b0345	1083	18.0	17.52	9.06
b0346	834	1.0	0.01	0.01
b0347	1665	0.0	0.00	0.00
b0348	945	0.0	0.00	0.00
b0349	867	5.0	1.05	0.68
b0350	806	7.0	4.94	3.43
b0351	943	0.0	0.00	0.00
b0352	1010	0.0	0.00	0.00
b0353	1212	0.0	0.00	0.00
b0354	540	0.0	0.00	0.00
b0355	834	0.0	0.00	0.00
b0356	1110	0.0	0.00	0.00
b0357	276	0.0	0.00	0.00
b0358	774	0.0	0.00	0.00
b0360	323	0.0	0.00	0.00
b0361	863	0.0	0.00	0.00
b0363	1063	0.0	0.00	0.00
b0364	537	0.0	0.00	0.00
b0365	963	0.0	0.00	0.00
b0366	764	0.0	0.00	0.00
b0367	820	0.0	0.00	0.00
b0368	848	0.0	0.00	0.00
b0369	975	0.0	0.00	0.00
b0372	863	0.0	0.00	0.00
b0373	296	0.0	0.00	0.00
b0375	624	0.0	0.00	0.00
b0376	1158	0.0	0.00	0.00
b0377	1221	0.0	0.00	0.00
b0378	1095	7.0	4.83	2.47
b0379	309	4.0	0.69	1.26
b0380	213	0.0	0.00	0.00
b0381	1095	0.0	0.00	0.00
b0382	261	0.0	0.00	0.00
b0383	1416	0.0	0.00	0.00
b0384	321	0.0	0.00	0.00
b0385	1116	0.0	0.00	0.00
b0386	810	0.0	0.00	0.00
b0387	459	1.0	1.00	1.22
b0388	525	0.0	0.00	0.00
b0389	192	0.0	0.00	0.00
b0390	678	0.0	0.00	0.00
b0391	285	2.0	2.00	3.93
b0392	338	0.0	0.00	0.00
b0393	912	0.0	0.00	0.00
b0394	909	0.0	0.00	0.00
b0396	1185	0.0	0.00	0.00
b0397	3143	2.0	1.14	0.20
b0398	1199	0.0	0.00	0.00
b0399	690	0.0	0.00	0.00
b0400	1296	0.0	0.00	0.00
b0401	1320	0.0	0.00	0.00
b0402	1374	0.0	0.00	0.00
b0403	1815	0.0	0.00	0.00
b0404	582	0.0	0.00	0.00
b0405	1071	0.0	0.00	0.00
b0406	1128	0.0	0.00	0.00
b0407	333	1.0	1.00	1.68
b0408	1848	0.0	0.00	0.00
b0409	972	0.0	0.00	0.00
b0410	348	0.0	0.00	0.00
b0411	885	0.0	0.00	0.00
b0412	540	0.0	0.00	0.00
b0413	450	0.0	0.00	0.00
b0414	1104	0.0	0.00	0.00
b0415	471	0.0	0.00	0.00
b0416	420	0.0	0.00	0.00
b0417	955	0.0	0.00	0.00
b0418	496	1.0	0.76	0.86
b0419	975	1.0	0.04	0.03
b0420	1863	0.0	0.00	0.00
b0421	899	0.0	0.00	0.00
b0422	242	0.0	0.00	0.00
b0423	1449	0.0	0.00	0.00
b0424	553	0.0	0.00	0.00
b0425	874	0.0	0.00	0.00
b0426	492	0.0	0.00	0.00
b0427	1365	163.0	131.85	54.07
b0428	891	2963.0	2749.83	1727.62
b0429	329	0.0	0.00	0.00
b0430	603	0.0	0.00	0.00
b0431	1981	0.0	0.00	0.00
b0432	948	0.0	0.00	0.00
b0433	1476	4.0	3.00	1.14
b0434	579	0.0	0.00	0.00
b0435	318	0.0	0.00	0.00
b0436	1299	0.0	0.00	0.00
b0437	624	0.0	0.00	0.00
b0438	1275	0.0	0.00	0.00
b0439	2355	0.0	0.00	0.00
b0440	273	0.0	0.00	0.00
b0441	1872	0.0	0.00	0.00
b0442	372	0.0	0.00	0.00
b0443	399	17.0	15.74	22.08
b0444	696	2.0	0.39	0.32
b0445	1701	0.0	0.00	0.00
b0446	819	0.0	0.00	0.00
b0447	459	0.0	0.00	0.00
b0448	1765	0.0	0.00	0.00
b0449	1774	0.0	0.00	0.00
b0450	339	0.0	0.00	0.00
b0451	1287	0.0	0.00	0.00
b0452	861	0.0	0.00	0.00
b0453	573	0.0	0.00	0.00
b0454	390	0.0	0.00	0.00
b0455	114	0.0	0.00	0.00
b0456	354	0.0	0.00	0.00
b0457	1551	0.0	0.00	0.00
b0458	471	0.0	0.00	0.00
b0459	552	0.0	0.00	0.00
b0460	219	0.0	0.00	0.00
b0461	375	0.0	0.00	0.00
b0462	3150	2.0	2.00	0.36
b0463	1194	0.0	0.00	0.00
b0464	648	0.0	0.00	0.00
b0465	3363	0.0	0.00	0.00
b0466	162	0.0	0.00	0.00
b0467	528	0.0	0.00	0.00
b0468	378	0.0	0.00	0.00
b0469	552	0.0	0.00	0.00
b0470	1932	0.0	0.00	0.00
b0471	329	0.0	0.00	0.00
b0472	605	0.0	0.00	0.00
b0473	1875	0.0	0.00	0.00
b0474	645	0.0	0.00	0.00
b0475	959	0.0	0.00	0.00
b0476	956	0.0	0.00	0.00
b0477	1305	0.0	0.00	0.00
b0478	1677	26.0	26.00	8.68
b0479	1221	0.0	0.00	0.00
b0480	1653	0.0	0.00	0.00
b0481	480	0.0	0.00	0.00
b0482	793	0.0	0.00	0.00
b0483	342	0.0	0.00	0.00
b0484	2505	0.0	0.00	0.00
b0485	933	0.0	0.00	0.00
b0486	1293	0.0	0.00	0.00
b0487	408	0.0	0.00	0.00
b0488	455	0.0	0.00	0.00
b0489	914	0.0	0.00	0.00
b0490	664	0.0	0.00	0.00
b0491	766	0.0	0.00	0.00
b0492	855	0.0	0.00	0.00
b0493	799	0.0	0.00	0.00
b0494	583	0.0	0.00	0.00
b0495	650	0.0	0.00	0.00
b0496	2411	0.0	0.00	0.00
b0497	4281	0.0	0.00	0.00
b0498	368	0.0	0.00	0.00
b0499	690	0.0	0.00	0.00
b0501	471	0.0	0.00	0.00
b0502	372	0.0	0.00	0.00
b0503	1095	0.0	0.00	0.00
b0504	927	0.0	0.00	0.00
b0505	483	0.0	0.00	0.00
b0506	816	0.0	0.00	0.00
b0507	1782	0.0	0.00	0.00
b0508	777	0.0	0.00	0.00
b0509	879	0.0	0.00	0.00
b0511	1455	2.0	2.00	0.77
b0512	1362	0.0	0.00	0.00
b0513	1302	0.0	0.00	0.00
b0514	1146	0.0	0.00	0.00
b0515	786	1.0	1.00	0.71
b0516	1236	0.0	0.00	0.00
b0517	1050	0.0	0.00	0.00
b0518	1668	0.0	0.00	0.00
b0520	812	0.0	0.00	0.00
b0521	890	0.0	0.00	0.00
b0522	1064	0.0	0.00	0.00
b0523	506	0.0	0.00	0.00
b0524	723	0.0	0.00	0.00
b0525	495	0.0	0.00	0.00
b0526	1386	0.0	0.00	0.00
b0527	522	0.0	0.00	0.00
b0528	213	0.0	0.00	0.00
b0529	867	0.0	0.00	0.00
b0530	543	0.0	0.00	0.00
b0531	693	4.0	4.00	3.23
b0532	2604	0.0	0.00	0.00
b0533	984	0.0	0.00	0.00
b0534	516	0.0	0.00	0.00
b0535	633	0.0	0.00	0.00
b0536	77	0.0	0.00	0.00
b0537	1043	0.0	0.00	0.00
b0539	264	0.0	0.00	0.00
b0540	296	0.0	0.00	0.00
b0541	863	0.0	0.00	0.00
b0542_1	89	0.0	0.00	0.00
b0542_2	213	0.0	0.00	0.00
b0543	333	0.0	0.00	0.00
b0544	1527	0.0	0.00	0.00
b0545	552	0.0	0.00	0.00
b0546	798	0.0	0.00	0.00
b0547	451	0.0	0.00	0.00
b0548	162	0.0	0.00	0.00
b0549	279	0.0	0.00	0.00
b0550	355	0.0	0.00	0.00
b0551	384	0.0	0.00	0.00
b0552	981	0.0	0.00	0.00
b0553_1	1040	0.0	0.00	0.00
b0553_2	58	0.0	0.00	0.00
b0554	215	0.0	0.00	0.00
b0555	493	0.0	0.00	0.00
b0556	275	0.0	0.00	0.00
b0557	294	5684.0	5292.81	10077.68
b0558	411	0.0	0.00	0.00
b0559	207	0.0	0.00	0.00
b0560	520	0.0	0.00	0.00
b0561	435	0.0	0.00	0.00
b0562	655	2.0	2.00	1.71
b0563	186	0.0	0.00	0.00
b0564	750	0.0	0.00	0.00
b0565	954	2.0	2.00	1.17
b0566	762	0.0	0.00	0.00
b0567	891	0.0	0.00	0.00
b0568	2959	0.0	0.00	0.00
b0569	2224	0.0	0.00	0.00
b0570	1432	0.0	0.00	0.00
b0571	673	1.0	1.00	0.83
b0572	1374	0.0	0.00	0.00
b0573	333	0.0	0.00	0.00
b0574	1224	0.0	0.00	0.00
b0575	3144	0.0	0.00	0.00
b0576	1377	0.0	0.00	0.00
b0577	1248	0.0	0.00	0.00
b0578	654	1.0	1.00	0.86
b0579	369	4.0	4.00	6.07
b0580	249	0.0	0.00	0.00
b0581	1119	0.0	0.00	0.00
b0582	1113	0.0	0.00	0.00
b0583	621	0.0	0.00	0.00
b0584	2241	0.0	0.00	0.00
b0585	1203	0.0	0.00	0.00
b0586	3878	0.0	0.00	0.00
b0587	1130	0.0	0.00	0.00
b0588	808	0.0	0.00	0.00
b0589	985	0.0	0.00	0.00
b0590	1001	0.0	0.00	0.00
b0591	1251	0.0	0.00	0.00
b0592	957	0.0	0.00	0.00
b0593	1176	0.0	0.00	0.00
b0594	1611	0.0	0.00	0.00
b0595	857	0.0	0.00	0.00
b0596	746	0.0	0.00	0.00
b0597	414	0.0	0.00	0.00
b0598	2106	0.0	0.00	0.00
b0599	1089	3.0	1.74	0.90
b0600	1161	16.0	16.00	7.71
b0601	602	0.0	0.00	0.00
b0602	1193	0.0	0.00	0.00
b0603	903	0.0	0.00	0.00
b0604	747	0.0	0.00	0.00
b0605	564	0.0	0.00	0.00
b0606	1566	0.0	0.00	0.00
b0607	429	0.0	0.00	0.00
b0608	1239	0.0	0.00	0.00
b0610	411	0.0	0.00	0.00
b0611	807	0.0	0.00	0.00
b0612	1464	0.0	0.00	0.00
b0613	853	3.0	0.96	0.63
b0614	526	0.0	0.00	0.00
b0615	1533	0.0	0.00	0.00
b0616	905	0.0	0.00	0.00
b0617	293	0.0	0.00	0.00
b0618	1059	0.0	0.00	0.00
b0619	1627	0.0	0.00	0.00
b0620	649	0.0	0.00	0.00
b0621	1386	0.0	0.00	0.00
b0622	561	0.0	0.00	0.00
b0623	210	0.0	0.00	0.00
b0624	384	0.0	0.00	0.00
b0627	204	0.0	0.00	0.00
b0628	966	0.0	0.00	0.00
b0629	954	0.0	0.00	0.00
b0630	642	0.0	0.00	0.00
b0631	264	0.0	0.00	0.00
b0632	1212	162.0	162.00	74.82
b0633	1089	0.0	0.00	0.00
b0634	1113	0.0	0.00	0.00
b0635	1902	1.0	1.00	0.29
b0636	468	0.0	0.00	0.00
b0637	318	0.0	0.00	0.00
b0638	612	0.0	0.00	0.00
b0639	642	0.0	0.00	0.00
b0640	1031	0.0	0.00	0.00
b0641	581	0.0	0.00	0.00
b0642	2583	0.0	0.00	0.00
b0643	483	0.0	0.00	0.00
b0644	978	0.0	0.00	0.00
b0645	704	0.0	0.00	0.00
b0646	1424	0.0	0.00	0.00
b0647	555	0.0	0.00	0.00
b0648	704	0.0	0.00	0.00
b0649	1448	0.0	0.00	0.00
b0650	1671	0.0	0.00	0.00
b0651	936	0.0	0.00	0.00
b0652	725	0.0	0.00	0.00
b0653	673	2.0	2.00	1.66
b0654	740	40.0	39.90	30.18
b0655	904	0.0	0.00	0.00
b0656	981	0.0	0.00	0.00
b0657	1539	2.0	2.00	0.73
b0658	879	0.0	0.00	0.00
b0659	464	0.0	0.00	0.00
b0660	1037	0.0	0.00	0.00
b0661	1425	0.0	0.00	0.00
b0662	1176	1.0	0.47	0.23
b0664	75	0.0	0.00	0.00
b0665	75	0.0	0.00	0.00
b0666	77	0.0	0.00	0.00
b0668	75	0.0	0.00	0.00
b0670	75	0.0	0.00	0.00
b0672	85	0.0	0.00	0.00
b0673	77	0.0	0.00	0.00
b0674	1665	0.0	0.00	0.00
b0675	753	0.0	0.00	0.00
b0676	1221	0.0	0.00	0.00
b0677	1149	0.0	0.00	0.00
b0678	801	1.0	1.00	0.70
b0679	1947	0.0	0.00	0.00
b0680	1665	0.0	0.00	0.00
b0681	1407	0.0	0.00	0.00
b0682	327	0.0	0.00	0.00
b0683	439	0.0	0.00	0.00
b0684	531	0.0	0.00	0.00
b0685	294	0.0	0.00	0.00
b0686	765	0.0	0.00	0.00
b0687	546	0.0	0.00	0.00
b0688	1641	1.0	1.00	0.34
b0689	495	0.0	0.00	0.00
b0691	651	0.0	0.00	0.00
b0692	1316	0.0	0.00	0.00
b0693	2195	0.0	0.00	0.00
b0694	674	1.0	0.55	0.46
b0695	2673	1.0	0.44	0.09
b0696	565	0.0	0.00	0.00
b0697	2049	0.0	0.00	0.00
b0698	1673	0.0	0.00	0.00
b0699	207	0.0	0.00	0.00
b0700	4193	0.0	0.00	0.00
b0702	326	0.0	0.00	0.00
b0703	1430	0.0	0.00	0.00
b0704	566	0.0	0.00	0.00
b0705	1062	0.0	0.00	0.00
b0706	762	0.0	0.00	0.00
b0707	506	0.0	0.00	0.00
b0708	1415	0.0	0.00	0.00
b0709	1482	0.0	0.00	0.00
b0710	744	0.0	0.00	0.00
b0711	650	0.0	0.00	0.00
b0712	915	0.0	0.00	0.00
b0713	724	0.0	0.00	0.00
b0714	788	0.0	0.00	0.00
b0715	1043	0.0	0.00	0.00
b0716	1058	0.0	0.00	0.00
b0717	725	1.0	0.90	0.69
b0718	2448	0.0	0.00	0.00
b0719	567	0.0	0.00	0.00
b0720	1284	0.0	0.00	0.00
b0721	383	0.0	0.00	0.00
b0722	340	0.0	0.00	0.00
b0723	1766	0.0	0.00	0.00
b0724	717	0.0	0.00	0.00
b0726	2802	12.0	5.48	1.10
b0727	1218	12.0	5.22	2.40
b0728	1166	0.0	0.00	0.00
b0729	869	0.0	0.00	0.00
b0730	723	0.0	0.00	0.00
b0731	1977	0.0	0.00	0.00
b0732	2634	0.0	0.00	0.00
b0733	1569	0.0	0.00	0.00
b0734	1140	3.0	3.00	1.47
b0735	293	0.0	0.00	0.00
b0736	401	0.0	0.00	0.00
b0737	689	0.0	0.00	0.00
b0738	429	0.0	0.00	0.00
b0739	1266	0.0	0.00	0.00
b0740	1293	101.0	101.00	43.73
b0741	522	0.0	0.00	0.00
b0742	792	0.0	0.00	0.00
b0743	76	0.0	0.00	0.00
b0744	76	0.0	0.00	0.00
b0745	76	0.0	0.00	0.00
b0746	76	0.0	0.00	0.00
b0747	76	0.0	0.00	0.00
b0748	76	0.0	0.00	0.00
b0749	76	0.0	0.00	0.00
b0750	1044	0.0	0.00	0.00
b0751	716	0.0	0.00	0.00
b0752	938	0.0	0.00	0.00
b0753	381	0.0	0.00	0.00
b0754	1053	0.0	0.00	0.00
b0755	753	0.0	0.00	0.00
b0756	1034	0.0	0.00	0.00
b0757	1142	0.0	0.00	0.00
b0758	1047	0.0	0.00	0.00
b0759	1017	0.0	0.00	0.00
b0760	1473	0.0	0.00	0.00
b0761	789	0.0	0.00	0.00
b0762	150	0.0	0.00	0.00
b0763	773	0.0	0.00	0.00
b0764	689	0.0	0.00	0.00
b0765	1059	0.0	0.00	0.00
b0766	819	0.0	0.00	0.00
b0767	996	0.0	0.00	0.00
b0768	954	0.0	0.00	0.00
b0769	1053	0.0	0.00	0.00
b0770	1434	0.0	0.00	0.00
b0771	2262	0.0	0.00	0.00
b0772	1284	0.0	0.00	0.00
b0773	477	0.0	0.00	0.00
b0774	1290	0.0	0.00	0.00
b0775	1037	0.0	0.00	0.00
b0776	1137	5.0	4.51	2.22
b0777	734	0.0	0.00	0.00
b0778	670	0.0	0.00	0.00
b0779	2022	0.0	0.00	0.00
b0780	909	0.0	0.00	0.00
b0781	990	0.0	0.00	0.00
b0782	513	0.0	0.00	0.00
b0783	478	0.0	0.00	0.00
b0784	238	0.0	0.00	0.00
b0785	453	0.0	0.00	0.00
